contractYear,salary,id,contractInfo,conference,status
1,,16798,2025 UFA,1,nan
1,,14880,2025 UFA,1,nan
1,,13301,2025 UFA,1,nan
1,,12720,2025 UFA,1,nan
1,,14939,2025 UFA,1,nan
1,,10948,2025 UFA,1,nan
1,,14807,2025 UFA,1,nan
1,,13619,2025 UFA,1,nan
1,,16316,2025 UFA,1,nan
1,,15924,2025 UFA,1,nan
1,,12239,2025 UFA,1,nan
1,,17183,2025 UFA,1,nan
1,,14503,2025 UFA,1,nan
1,,17248,2025 UFA,1,nan
1,,13682,2025 UFA,1,nan
1,,15527,2025 UFA,1,nan
1,,17371,2025 UFA,1,nan
1,,16863,2025 UFA,1,nan
1,,15929,2025 UFA,1,nan
1,,12776,2025 UFA,1,nan
1,,17316,2025 UFA,1,nan
1,,17274,2025 UFA,1,nan
1,,13232,2025 UFA,1,nan
1,,16674,2025 UFA,1,nan
1,,13250,2025 UFA,1,nan
1,,17230,2025 UFA,1,nan
1,,14899,2025 UFA,1,nan
1,,15535,2025 UFA,1,nan
1,,17173,2025 UFA,1,nan
1,,17310,2025 UFA,1,nan
1,,16699,2025 UFA,1,nan
1,,17376,2025 UFA,1,nan
1,,14143,2025 UFA,1,nan
1,,16016,2025 UFA,1,nan
1,,15795,2025 UFA,1,nan
1,,17218,2025 UFA,1,nan
1,,13403,2025 UFA,1,nan
1,,15395,2025 UFA,1,nan
1,,13262,2025 UFA,1,nan
1,,17133,2025 UFA,1,nan
1,,17352,2025 UFA,1,nan
1,,15970,2025 UFA,1,nan
1,,17110,2025 UFA,1,nan
1,,14442,2025 UFA,1,nan
1,,16249,2025 UFA,1,nan
1,,17111,2025 UFA,1,nan
1,,16302,2025 UFA,1,nan
1,,14452,2025 UFA,1,nan
1,,15240,2025 UFA,1,nan
1,,16418,2025 UFA,1,nan
1,,11680,2025 UFA,1,nan
1,,17184,2025 UFA,1,nan
1,,17229,2025 UFA,1,nan
1,,17267,2025 UFA,1,nan
1,,17349,2025 UFA,1,nan
1,,13224,2025 UFA,1,nan
1,,16217,2025 UFA,1,nan
1,,16613,2025 UFA,1,nan
1,,13202,2025 UFA,1,nan
1,,12687,2025 UFA,1,nan
1,,16132,2025 UFA,1,nan
1,,13632,2025 UFA,1,nan
1,,15818,2025 UFA,1,nan
1,,16591,2025 UFA,1,nan
1,,13336,2025 UFA,1,nan
1,,16755,2025 UFA,1,nan
1,,16343,2025 UFA,1,nan
1,,15944,2025 UFA,1,nan
1,,17035,2025 UFA,1,nan
1,,13733,2025 UFA,1,nan
1,,16529,2025 UFA,1,nan
1,,15140,2025 UFA,1,nan
1,,8269,2025 UFA,1,nan
1,,13687,2025 UFA,1,nan
1,,17244,2025 UFA,1,nan
1,,14057,2025 UFA,1,nan
1,,15094,2025 UFA,1,nan
1,,12187,2025 UFA,1,nan
1,,16768,2025 UFA,1,nan
1,,17253,2025 UFA,1,nan
1,,16513,2025 UFA,1,nan
1,,14268,2025 UFA,1,nan
1,,14211,2025 UFA,1,nan
1,,15334,2025 UFA,1,nan
1,,17237,2025 UFA,1,nan
1,,15461,2025 UFA,1,nan
1,,15433,2025 UFA,1,nan
1,,17394,2025 UFA,1,nan
1,,12791,2025 UFA,1,nan
1,,15945,2025 UFA,1,nan
1,,16391,2025 UFA,1,nan
1,,15958,2025 UFA,1,nan
1,,16315,2025 UFA,1,nan
1,,14951,2025 UFA,1,nan
1,,13234,2025 UFA,1,nan
1,,13767,2025 UFA,1,nan
1,,17063,2025 UFA,1,nan
1,,16730,2025 UFA,1,nan
1,,13909,2025 UFA,1,nan
1,,16220,2025 UFA,1,nan
1,,15867,2025 UFA,1,nan
1,,12955,2025 UFA,1,nan
1,,16275,2025 UFA,1,nan
1,,17336,2025 UFA,1,nan
1,,17200,2025 UFA,1,nan
1,,15308,2025 UFA,1,nan
1,,16259,2025 UFA,1,nan
1,,13802,2025 UFA,1,nan
1,,17368,2025 UFA,1,nan
1,,15771,2025 UFA,1,nan
1,,16831,2025 UFA,1,nan
1,,17340,2025 UFA,1,nan
1,,16868,2025 UFA,1,nan
1,,17054,2025 UFA,1,nan
1,,17379,2025 UFA,1,nan
1,,16004,2025 UFA,1,nan
1,,12851,2025 UFA,1,nan
1,,17259,2025 UFA,1,nan
1,,11313,2025 UFA,1,nan
1,,15876,2025 UFA,1,nan
1,,16329,2025 UFA,1,nan
1,,15820,2025 UFA,1,nan
1,,16335,2025 UFA,1,nan
1,,15951,2025 UFA,1,nan
1,,11676,2025 UFA,1,nan
1,,16501,2025 UFA,1,nan
1,,17208,2025 UFA,1,nan
1,,13547,2025 UFA,1,nan
1,,17367,2025 UFA,1,nan
1,,13252,2025 UFA,1,nan
1,,16212,2025 UFA,1,nan
1,,16856,2025 UFA,1,nan
1,,16848,2025 UFA,1,nan
1,,16179,2025 UFA,1,nan
1,,12311,2025 UFA,1,nan
1,,16605,2025 UFA,1,nan
1,,15614,2025 UFA,1,nan
1,,13641,2025 UFA,1,nan
1,,16912,2025 UFA,1,nan
1,,16571,2025 UFA,1,nan
1,,17038,2025 UFA,1,nan
1,,15743,2025 UFA,1,nan
1,,15849,2025 UFA,1,nan
1,,15993,2025 UFA,1,nan
1,,17356,2025 UFA,1,nan
1,1.10,15473,2025 ERFA,1,locked
1,,15890,2025 UFA,1,nan
1,,16890,2025 UFA,1,nan
1,,16894,2025 UFA,1,nan
1,,15450,2025 UFA,1,nan
1,,16300,2025 UFA,1,nan
1,,16170,2025 UFA,1,nan
1,,15702,2025 UFA,1,nan
1,,13313,2025 UFA,1,nan
1,,15097,2025 UFA,1,nan
1,,13205,2025 UFA,1,nan
1,,11761,2025 UFA,1,nan
1,,15333,2025 UFA,1,nan
1,,16765,2025 UFA,1,nan
1,,16390,2025 UFA,1,nan
1,,16535,2025 UFA,1,nan
1,,17225,2025 UFA,1,nan
1,,11017,2025 UFA,1,nan
1,,13222,2025 UFA,1,nan
1,,16145,2025 UFA,1,nan
1,,17365,2025 UFA,1,nan
1,,16769,2025 UFA,1,nan
1,,17339,2025 UFA,1,nan
1,,13143,2025 UFA,1,nan
1,,15417,2025 UFA,1,nan
1,,15368,2025 UFA,1,nan
1,,17197,2025 UFA,1,nan
1,,16751,2025 UFA,1,nan
1,,17233,2025 UFA,1,nan
1,,17334,2025 UFA,1,nan
1,,17238,2025 UFA,1,nan
1,,15785,2025 UFA,1,nan
1,,16695,2025 UFA,1,nan
1,,16438,2025 UFA,1,nan
1,,16463,2025 UFA,1,nan
1,,17227,2025 UFA,1,nan
1,,15759,2025 UFA,1,nan
1,,16843,2025 UFA,1,nan
1,,17239,2025 UFA,1,nan
1,,13639,2025 UFA,1,nan
1,,17240,2025 UFA,1,nan
1,,16687,2025 UFA,1,nan
1,,16958,2025 UFA,1,nan
1,,14280,2025 UFA,1,nan
1,,16296,2025 UFA,1,nan
1,,10267,2025 UFA,1,nan
1,,12716,2025 UFA,1,nan
1,,15326,2025 UFA,1,nan
1,,16606,2025 UFA,1,nan
1,,14846,2025 UFA,1,nan
1,,16424,2025 UFA,1,nan
1,,16197,2025 UFA,1,nan
1,,17264,2025 UFA,1,nan
1,,14067,2025 UFA,1,nan
1,,16309,2025 UFA,1,nan
1,,15909,2025 UFA,1,nan
1,,17375,2025 UFA,1,nan
1,,13131,2025 UFA,1,nan
1,,15243,2025 UFA,1,nan
1,,17140,2025 UFA,1,nan
1,,14486,2025 UFA,1,nan
1,,16286,2025 UFA,1,nan
1,,16494,2025 UFA,1,nan
1,,12773,2025 UFA,1,nan
1,,13348,2025 UFA,1,nan
1,,17305,2025 UFA,1,nan
1,,15283,2025 UFA,1,nan
1,,13752,2025 UFA,1,nan
1,,16814,2025 UFA,1,nan
1,,13270,2025 UFA,1,nan
1,,14239,2025 UFA,1,nan
1,,14131,2025 UFA,1,nan
1,,17288,2025 UFA,1,nan
1,,16232,2025 UFA,1,nan
1,,15341,2025 UFA,1,nan
1,,13426,2025 UFA,1,nan
1,,9596,2025 UFA,1,nan
1,,16082,2025 UFA,1,nan
1,,13998,2025 UFA,1,nan
1,,11728,2025 UFA,1,nan
1,,14798,2025 UFA,1,nan
1,,12447,2025 UFA,1,nan
1,,16759,2025 UFA,1,nan
1,,15476,2025 UFA,1,nan
1,,14181,2025 UFA,1,nan
1,,13968,2025 UFA,1,nan
1,,17050,2025 UFA,1,nan
1,,15830,2025 UFA,1,nan
1,,17254,2025 UFA,1,nan
1,,13940,2025 UFA,1,nan
1,,14975,2025 UFA,1,nan
1,,16440,2025 UFA,1,nan
1,,16659,2025 UFA,1,nan
1,,17331,2025 UFA,1,nan
1,,16224,2025 UFA,1,nan
1,,14199,2025 UFA,1,nan
1,,11390,2025 UFA,1,nan
1,,15937,2025 UFA,1,nan
1,,14938,2025 UFA,1,nan
1,,16553,2025 UFA,1,nan
1,,15786,2025 UFA,1,nan
1,,16873,2025 UFA,1,nan
1,,17100,2025 UFA,1,nan
1,,17409,2025 UFA,1,nan
1,,12736,2025 UFA,1,nan
1,,14028,2025 UFA,1,nan
1,,13785,2025 UFA,1,nan
1,,14722,2025 UFA,1,nan
1,,12291,2025 UFA,1,nan
1,,16737,2025 UFA,1,nan
1,,17275,2025 UFA,1,nan
1,,12756,2025 UFA,1,nan
1,,16250,2025 UFA,1,nan
1,,13777,2025 UFA,1,nan
1,,16359,2025 UFA,1,nan
1,,13797,2025 UFA,1,nan
1,,13913,2025 UFA,1,nan
1,,15456,2025 UFA,1,nan
1,,16828,2025 UFA,1,nan
1,,13745,2025 UFA,1,nan
1,,17291,2025 UFA,1,nan
1,,16532,2025 UFA,1,nan
1,,17279,2025 UFA,1,nan
1,,12361,2025 UFA,1,nan
1,,15414,2025 UFA,1,nan
1,,16443,2025 UFA,1,nan
1,,13365,2025 UFA,1,nan
1,,17412,2025 UFA,1,nan
1,,13929,2025 UFA,1,nan
1,,13939,2025 UFA,1,nan
1,,12691,2025 UFA,1,nan
1,,15521,2025 UFA,1,nan
1,,15898,2025 UFA,1,nan
1,,15916,2025 UFA,1,nan
1,,13148,2025 UFA,1,nan
1,,15453,2025 UFA,1,nan
1,,13265,2025 UFA,1,nan
1,,15807,2025 UFA,1,nan
1,,17389,2025 UFA,1,nan
1,,16077,2025 UFA,1,nan
1,,14902,2025 UFA,1,nan
1,,14929,2025 UFA,1,nan
1,,14873,2025 UFA,1,nan
1,,16750,2025 UFA,1,nan
1,,16975,2025 UFA,1,nan
1,,17206,2025 UFA,1,nan
1,,13709,2025 UFA,1,nan
1,,14209,2025 UFA,1,nan
1,,14555,2025 UFA,1,nan
1,,16138,2025 UFA,1,nan
1,,14254,2025 UFA,1,nan
1,,16436,2025 UFA,1,nan
1,,14245,2025 UFA,1,nan
1,,14977,2025 UFA,1,nan
1,,15902,2025 UFA,1,nan
1,,17215,2025 UFA,1,nan
1,,17278,2025 UFA,1,nan
1,,16372,2025 UFA,1,nan
1,,16849,2025 UFA,1,nan
1,,16880,2025 UFA,1,nan
1,,16763,2025 UFA,1,nan
1,,16199,2025 UFA,1,nan
1,,17313,2025 UFA,1,nan
1,,16237,2025 UFA,1,nan
1,,14341,2025 UFA,1,nan
1,,14871,2025 UFA,1,nan
1,,17065,2025 UFA,1,nan
1,,13488,2025 UFA,1,nan
1,,13377,2025 UFA,1,nan
1,,11225,2025 UFA,1,nan
1,,15260,2025 UFA,1,nan
1,,15369,2025 UFA,1,nan
1,,17212,2025 UFA,1,nan
1,,16832,2025 UFA,1,nan
1,,16897,2025 UFA,1,nan
1,,17236,2025 UFA,1,nan
1,,16901,2025 UFA,1,nan
1,,17219,2025 UFA,1,nan
1,,11970,2025 UFA,1,nan
1,,13608,2025 UFA,1,nan
1,,14857,2025 UFA,1,nan
1,,13231,2025 UFA,1,nan
1,,14806,2025 UFA,1,nan
1,,16196,2025 UFA,1,nan
1,,10260,2025 UFA,1,nan
1,,13634,2025 UFA,1,nan
1,,16900,2025 UFA,1,nan
1,,16510,2025 UFA,1,nan
1,,15901,2025 UFA,1,nan
1,,16293,2025 UFA,1,nan
1,,14467,2025 UFA,1,nan
1,,14890,2025 UFA,1,nan
1,,12229,2025 UFA,1,nan
1,,17196,2025 UFA,1,nan
1,,16270,2025 UFA,1,nan
1,,15717,2025 UFA,1,nan
1,,12952,2025 UFA,1,nan
1,,15124,2025 UFA,1,nan
1,,16486,2025 UFA,1,nan
1,,12323,2025 UFA,1,nan
1,,14506,2025 UFA,1,nan
1,,16838,2025 UFA,1,nan
1,,16592,2025 UFA,1,nan
1,,16631,2025 UFA,1,nan
1,,17361,2025 UFA,1,nan
1,,13910,2025 UFA,1,nan
1,,15316,2025 UFA,1,nan
1,,17345,2025 UFA,1,nan
1,,17235,2025 UFA,1,nan
1,,11317,2025 UFA,1,nan
1,,17101,2025 UFA,1,nan
1,,16588,2025 UFA,1,nan
1,,15650,2025 UFA,1,nan
1,,17321,2025 UFA,1,nan
1,,17360,2025 UFA,1,nan
1,,16739,2025 UFA,1,nan
1,,16380,2025 UFA,1,nan
1,,13863,2025 UFA,1,nan
1,,17293,2025 UFA,1,nan
1,,16728,2025 UFA,1,nan
1,,14848,2025 UFA,1,nan
1,,12309,2025 UFA,1,nan
1,,16015,2025 UFA,1,nan
1,,14958,2025 UFA,1,nan
1,,15905,2025 UFA,1,nan
1,,16701,2025 UFA,1,nan
1,,16332,2025 UFA,1,nan
1,,12735,2025 UFA,1,nan
1,,17374,2025 UFA,1,nan
1,,15998,2025 UFA,1,nan
1,,13066,2025 UFA,1,nan
1,,12802,2025 UFA,1,nan
1,,14839,2025 UFA,1,nan
1,,13245,2025 UFA,1,nan
1,,16804,2025 UFA,1,nan
1,,13774,2025 UFA,1,nan
1,,12698,2025 UFA,1,nan
3,0.90,17223,2025 UDFA,1,locked
1,,16334,2025 UFA,1,nan
1,,17326,2025 UFA,1,nan
1,,14672,2025 UFA,1,nan
1,,16683,2025 UFA,1,nan
1,,16459,2025 UFA,1,nan
1,,13293,2025 UFA,1,nan
1,,17362,2025 UFA,1,nan
1,,16926,2025 UFA,1,nan
1,,16706,2025 UFA,1,nan
1,,16422,2025 UFA,1,nan
1,,14123,2025 UFA,1,nan
1,,17077,2025 UFA,1,nan
1,,14727,2025 UFA,1,nan
1,,13168,2025 UFA,1,nan
1,,15538,2025 UFA,1,nan
1,,13455,2025 UFA,1,nan
1,,15054,2025 UFA,1,nan
1,,15399,2025 UFA,1,nan
1,,16720,2025 UFA,1,nan
1,,16933,2025 UFA,1,nan
1,,17322,2025 UFA,1,nan
1,,16869,2025 UFA,1,nan
1,,16454,2025 UFA,1,nan
1,,15697,2025 UFA,1,nan
1,,15910,2025 UFA,1,nan
1,,13220,2025 UFA,1,nan
1,,16363,2025 UFA,1,nan
1,,17187,2025 UFA,1,nan
1,,16242,2025 UFA,1,nan
1,,15726,2025 UFA,1,nan
1,,16347,2025 UFA,1,nan
1,,12831,2025 UFA,1,nan
1,,17204,2025 UFA,1,nan
1,,15920,2025 UFA,1,nan
1,,13434,2025 UFA,1,nan
2,13.46,12697,2025 oEXT,1,locked
1,,11678,2025 UFA,1,nan
1,,15622,2025 UFA,1,nan
1,,12785,2025 UFA,1,nan
1,,14813,2025 UFA,1,nan
1,,16310,2025 UFA,1,nan
1,,15421,2025 UFA,1,nan
1,,16748,2025 UFA,1,nan
1,,15936,2025 UFA,1,nan
1,,17251,2025 UFA,1,nan
1,,17189,2025 UFA,1,nan
1,,17176,2025 UFA,1,nan
1,,15420,2025 UFA,1,nan
1,,15914,2025 UFA,1,nan
1,,17346,2025 UFA,1,nan
1,,16795,2025 UFA,1,nan
1,,16907,2025 UFA,1,nan
1,,15684,2025 UFA,1,nan
1,,13155,2025 UFA,1,nan
1,,16008,2025 UFA,1,nan
1,,15763,2025 UFA,1,nan
1,,17041,2025 UFA,1,nan
1,,16308,2025 UFA,1,nan
1,,17407,2025 UFA,1,nan
1,,15796,2025 UFA,1,nan
1,,13595,2025 UFA,1,nan
1,,14834,2025 UFA,1,nan
1,,17385,2025 UFA,1,nan
1,,13124,2025 UFA,1,nan
1,,16307,2025 UFA,1,nan
1,,16496,2025 UFA,1,nan
1,,16094,2025 UFA,1,nan
1,,14065,2025 UFA,1,nan
1,,15408,2025 UFA,1,nan
1,,14146,2025 UFA,1,nan
1,,15384,2025 UFA,1,nan
1,,13157,2025 UFA,1,nan
1,,15975,2025 UFA,1,nan
1,,14079,2025 UFA,1,nan
1,,17062,2025 UFA,1,nan
1,,17290,2025 UFA,1,nan
1,,11945,2025 UFA,1,nan
1,,13315,2025 UFA,1,nan
1,,14197,2025 UFA,1,nan
1,,16850,2025 UFA,1,nan
1,,16045,2025 UFA,1,nan
1,,16221,2025 UFA,1,nan
1,,16600,2025 UFA,1,nan
1,,15296,2025 UFA,1,nan
1,,13814,2025 UFA,1,nan
1,,16317,2025 UFA,1,nan
1,,17302,2025 UFA,1,nan
1,,16205,2025 UFA,1,nan
1,,17337,2025 UFA,1,nan
1,,14258,2025 UFA,1,nan
1,,15257,2025 UFA,1,nan
1,,13694,2025 UFA,1,nan
1,,16461,2025 UFA,1,nan
1,,16238,2025 UFA,1,nan
1,,16932,2025 UFA,1,nan
1,,16451,2025 UFA,1,nan
1,,14228,2025 UFA,1,nan
1,,14278,2025 UFA,1,nan
1,,14838,2025 UFA,1,nan
1,,13893,2025 UFA,1,nan
1,,16601,2025 UFA,1,nan
1,,16210,2025 UFA,1,nan
1,,16896,2025 UFA,1,nan
1,,12381,2025 UFA,1,nan
1,,14110,2025 UFA,1,nan
1,,16355,2025 UFA,1,nan
1,,17388,2025 UFA,1,nan
1,,14887,2025 UFA,1,nan
1,,17312,2025 UFA,1,nan
1,,16745,2025 UFA,1,nan
1,,16234,2025 UFA,1,nan
1,,16483,2025 UFA,1,nan
1,,14613,2025 UFA,1,nan
1,,17318,2025 UFA,1,nan
1,,14080,2025 UFA,1,nan
1,,17402,2025 UFA,1,nan
1,,16247,2025 UFA,1,nan
1,,17311,2025 UFA,1,nan
1,,15491,2025 UFA,1,nan
1,,16682,2025 UFA,1,nan
1,,16607,2025 UFA,1,nan
1,,16113,2025 UFA,1,nan
1,,16686,2025 UFA,1,nan
1,,15828,2025 UFA,1,nan
1,,17405,2025 UFA,1,nan
1,,16243,2025 UFA,1,nan
1,,16321,2025 UFA,1,nan
1,,15411,2025 UFA,1,nan
1,,14141,2025 UFA,1,nan
1,,17168,2025 UFA,1,nan
1,,12701,2025 UFA,1,nan
1,,16916,2025 UFA,1,nan
1,,12270,2025 UFA,1,nan
1,,16319,2025 UFA,1,nan
1,,17224,2025 UFA,1,nan
1,,13645,2025 UFA,1,nan
1,,13811,2025 UFA,1,nan
1,,15896,2025 UFA,1,nan
1,,16428,2025 UFA,1,nan
1,,12301,2025 UFA,1,nan
1,,15434,2025 UFA,1,nan
1,,13156,2025 UFA,1,nan
1,,16741,2025 UFA,1,nan
1,,15007,2025 UFA,1,nan
1,,13267,2025 UFA,1,nan
1,,13676,2025 UFA,1,nan
1,,14956,2025 UFA,1,nan
1,,15515,2025 UFA,1,nan
1,,16749,2025 UFA,1,nan
1,,16647,2025 UFA,1,nan
1,,15939,2025 UFA,1,nan
1,,16345,2025 UFA,1,nan
1,,14257,2025 UFA,1,nan
1,,16870,2025 UFA,1,nan
1,,15709,2025 UFA,1,nan
1,,13637,2025 UFA,1,nan
1,,17330,2025 UFA,1,nan
1,,16911,2025 UFA,1,nan
1,,16612,2025 UFA,1,nan
1,,16433,2025 UFA,1,nan
1,,15430,2025 UFA,1,nan
1,,16878,2025 UFA,1,nan
1,,13736,2025 UFA,1,nan
1,,17280,2025 UFA,1,nan
1,,14069,2025 UFA,1,nan
1,,14063,2025 UFA,1,nan
1,,16754,2025 UFA,1,nan
1,,16091,2025 UFA,1,nan
1,,16344,2025 UFA,1,nan
1,,15377,2025 UFA,1,nan
1,,15541,2025 UFA,1,nan
1,,16011,2025 UFA,1,nan
1,,16840,2025 UFA,1,nan
1,,17169,2025 UFA,1,nan
1,,15478,2025 UFA,1,nan
1,,13769,2025 UFA,1,nan
1,,17270,2025 UFA,1,nan
1,,17397,2025 UFA,1,nan
1,,14979,2025 UFA,1,nan
1,,13840,2025 UFA,1,nan
1,,15733,2025 UFA,1,nan
1,,17217,2025 UFA,1,nan
1,,15498,2025 UFA,1,nan
1,,15026,2025 UFA,1,nan
1,,14292,2025 UFA,1,nan
1,,15353,2025 UFA,1,nan
1,,13276,2025 UFA,1,nan
1,,12378,2025 UFA,1,nan
1,,17198,2025 UFA,1,nan
1,,16419,2025 UFA,1,nan
1,,16590,2025 UFA,1,nan
1,,16888,2025 UFA,1,nan
1,,14212,2025 UFA,1,nan
1,,16726,2025 UFA,1,nan
1,,10697,2025 UFA,1,nan
1,,15173,2025 UFA,1,nan
1,,17324,2025 UFA,1,nan
1,,14923,2025 UFA,1,nan
1,,14827,2025 UFA,1,nan
1,,15926,2025 UFA,1,nan
1,,16358,2025 UFA,1,nan
1,,15440,2025 UFA,1,nan
1,,16817,2025 UFA,1,nan
1,,14533,2025 UFA,1,nan
1,,14817,2025 UFA,1,nan
1,,17085,2025 UFA,1,nan
1,,13316,2025 UFA,1,nan
1,,16781,2025 UFA,1,nan
1,,15946,2025 UFA,1,nan
1,,15403,2025 UFA,1,nan
1,,15814,2025 UFA,1,nan
1,,14963,2025 UFA,1,nan
1,,13678,2025 UFA,1,nan
1,,15934,2025 UFA,1,nan
1,,16472,2025 UFA,1,nan
1,,11647,2025 UFA,1,nan
1,,12652,2025 UFA,1,nan
1,,13199,2025 UFA,1,nan
1,,16519,2025 UFA,1,nan
1,,13953,2025 UFA,1,nan
1,,17393,2025 UFA,1,nan
1,,16658,2025 UFA,1,nan
1,,15977,2025 UFA,1,nan
1,,16320,2025 UFA,1,nan
1,,15699,2025 UFA,1,nan
1,,16158,2025 UFA,1,nan
1,,14207,2025 UFA,1,nan
1,,17357,2025 UFA,1,nan
1,,16624,2025 UFA,1,nan
1,,15110,2025 UFA,1,nan
1,,14161,2025 UFA,1,nan
1,,16923,2025 UFA,1,nan
1,,15824,2025 UFA,1,nan
1,,16403,2025 UFA,1,nan
1,,16858,2025 UFA,1,nan
1,,15358,2025 UFA,1,nan
1,,17242,2025 UFA,1,nan
1,,13260,2025 UFA,1,nan
1,,16327,2025 UFA,1,nan
1,,15289,2025 UFA,1,nan
1,,15492,2025 UFA,1,nan
1,,13427,2025 UFA,1,nan
1,,15010,2025 UFA,1,nan
1,,15841,2025 UFA,1,nan
1,,16120,2025 UFA,1,nan
1,,15242,2025 UFA,1,nan
1,,14870,2025 UFA,1,nan
1,,16589,2025 UFA,1,nan
1,,12645,2025 UFA,1,nan
1,,16949,2025 UFA,1,nan
1,,15332,2025 UFA,1,nan
1,,16361,2025 UFA,1,nan
1,,16664,2025 UFA,1,nan
1,,17327,2025 UFA,1,nan
1,,15379,2025 UFA,1,nan
1,,10976,2025 UFA,1,nan
1,,15359,2025 UFA,1,nan
1,,15458,2025 UFA,1,nan
1,,16160,2025 UFA,1,nan
1,,13965,2025 UFA,1,nan
1,,15803,2025 UFA,1,nan
1,,15995,2025 UFA,1,nan
1,,17408,2025 UFA,1,nan
1,,13669,2025 UFA,1,nan
1,,15376,2025 UFA,1,nan
1,,13930,2025 UFA,1,nan
1,,15893,2025 UFA,1,nan
1,,14675,2025 UFA,1,nan
1,,17296,2025 UFA,1,nan
1,,14925,2025 UFA,1,nan
1,,17308,2025 UFA,1,nan
1,,16961,2025 UFA,1,nan
1,,16743,2025 UFA,1,nan
1,,11807,2025 UFA,1,nan
1,,12317,2025 UFA,1,nan
1,,16678,2025 UFA,1,nan
1,,13793,2025 UFA,1,nan
1,,16356,2025 UFA,1,nan
1,,16386,2025 UFA,1,nan
1,,16527,2025 UFA,1,nan
1,,17332,2025 UFA,1,nan
1,,12680,2025 UFA,1,nan
1,,16176,2025 UFA,1,nan
1,,14810,2025 UFA,1,nan
1,,17347,2025 UFA,1,nan
1,,16788,2025 UFA,1,nan
1,,12762,2025 UFA,1,nan
1,,16003,2025 UFA,1,nan
1,,14967,2025 UFA,1,nan
1,,15996,2025 UFA,1,nan
1,,16447,2025 UFA,1,nan
1,,16821,2025 UFA,1,nan
1,,15668,2025 UFA,1,nan
1,,13306,2025 UFA,1,nan
1,,17180,2025 UFA,1,nan
1,,13258,2025 UFA,1,nan
1,,16621,2025 UFA,1,nan
1,,17353,2025 UFA,1,nan
1,,14948,2025 UFA,1,nan
1,,13416,2025 UFA,1,nan
1,,13747,2025 UFA,1,nan
1,,16954,2025 UFA,1,nan
1,,14950,2025 UFA,1,nan
1,,13711,2025 UFA,1,nan
1,,15285,2025 UFA,1,nan
1,,17162,2025 UFA,1,nan
1,,15443,2025 UFA,1,nan
1,,16304,2025 UFA,1,nan
1,,12744,2025 UFA,1,nan
1,,15042,2025 UFA,1,nan
1,,15510,2025 UFA,1,nan
1,,14971,2025 UFA,1,nan
1,,16864,2025 UFA,1,nan
1,,16760,2025 UFA,1,nan
1,,15900,2025 UFA,1,nan
1,,16792,2025 UFA,1,nan
1,,17392,2025 UFA,1,nan
1,,13211,2025 UFA,1,nan
1,,17192,2025 UFA,1,nan
1,,14992,2025 UFA,1,nan
1,,16803,2025 UFA,1,nan
1,,13113,2025 UFA,1,nan
1,1.90,15950,2025 UFA,1,locked
1,,13776,2025 UFA,1,nan
1,,16774,2025 UFA,1,nan
1,,14269,2025 UFA,1,nan
1,,16893,2025 UFA,1,nan
1,,16446,2025 UFA,1,nan
1,,16766,2025 UFA,1,nan
1,,17354,2025 UFA,1,nan
1,,17011,2025 UFA,1,nan
1,,17088,2025 UFA,1,nan
1,,15347,2025 UFA,1,nan
1,,16634,2025 UFA,1,nan
1,,16052,2025 UFA,1,nan
1,,14549,2025 UFA,1,nan
1,,15151,2025 UFA,1,nan
1,,17089,2025 UFA,1,nan
1,,12610,2025 UFA,1,nan
1,,17177,2025 UFA,1,nan
1,,15109,2025 UFA,1,nan
1,,17232,2025 UFA,1,nan
1,,17401,2025 UFA,1,nan
1,,16839,2025 UFA,1,nan
1,,16516,2025 UFA,1,nan
1,,16871,2025 UFA,1,nan
1,,16452,2025 UFA,1,nan
1,,15589,2025 UFA,1,nan
1,,16822,2025 UFA,1,nan
1,,13762,2025 UFA,1,nan
1,,13598,2025 UFA,1,nan
1,,17084,2025 UFA,1,nan
1,,15714,2025 UFA,1,nan
1,,13760,2025 UFA,1,nan
1,,16940,2025 UFA,1,nan
1,,17404,2025 UFA,1,nan
1,,16633,2025 UFA,1,nan
1,,16312,2025 UFA,1,nan
1,,15563,2025 UFA,1,nan
1,,16648,2025 UFA,1,nan
1,,16811,2025 UFA,1,nan
1,,15528,2025 UFA,1,nan
1,,14162,2025 UFA,1,nan
1,,15454,2025 UFA,1,nan
1,,15585,2025 UFA,1,nan
1,,16860,2025 UFA,1,nan
1,,15886,2025 UFA,1,nan
1,,12979,2025 UFA,1,nan
1,,16895,2025 UFA,1,nan
1,,17386,2025 UFA,1,nan
1,,16630,2025 UFA,1,nan
1,,13139,2025 UFA,1,nan
1,,16793,2025 UFA,1,nan
1,,15559,2025 UFA,1,nan
1,,15885,2025 UFA,1,nan
1,,17359,2025 UFA,1,nan
1,,17396,2025 UFA,1,nan
1,,13253,2025 UFA,1,nan
1,,17273,2025 UFA,1,nan
1,,13154,2025 UFA,1,nan
1,,17164,2025 UFA,1,nan
1,,15857,2025 UFA,1,nan
1,,15286,2025 UFA,1,nan
1,,14076,2025 UFA,1,nan
1,,16375,2025 UFA,1,nan
1,,16367,2025 UFA,1,nan
1,,13652,2025 UFA,1,nan
1,,14017,2025 UFA,1,nan
1,,16625,2025 UFA,1,nan
1,,15422,2025 UFA,1,nan
1,,15239,2025 UFA,1,nan
1,,12608,2025 UFA,1,nan
