salary,id,contractYear,contractInfo,conference,status
,17325,1,2025 UFA,0,
,12779,1,2025 UFA,0,
,15595,1,2025 UFA,0,
,14112,1,2025 UFA,0,
,17439,1,2025 UFA,0,
,16738,1,2025 UFA,0,
,16339,1,2025 UFA,0,
,13718,1,2025 UFA,0,
,11644,1,2025 UFA,0,
,16753,1,2025 UFA,0,
,16229,1,2025 UFA,0,
,12394,1,2025 UFA,0,
,16713,1,2025 UFA,0,
,13703,1,2025 UFA,0,
,15258,1,2025 UFA,0,
,15432,1,2025 UFA,0,
,15870,1,2025 UFA,0,
,16854,1,2025 UFA,0,
,17317,1,2025 UFA,0,
,16806,1,2025 UFA,0,
,14850,1,2025 UFA,0,
,15568,1,2025 UFA,0,
,17355,1,2025 UFA,0,
,15723,1,2025 UFA,0,
,13668,1,2025 UFA,0,
,15984,1,2025 UFA,0,
,16875,1,2025 UFA,0,
,16492,1,2025 UFA,0,
,15965,1,2025 UFA,0,
,17372,1,2025 UFA,0,
,15057,1,2025 UFA,0,
,12930,1,2025 UFA,0,
,15194,1,2025 UFA,0,
,13610,1,2025 UFA,0,
,15837,1,2025 UFA,0,
,17319,1,2025 UFA,0,
,13322,1,2025 UFA,0,
,15826,1,2025 UFA,0,
,17381,1,2025 UFA,0,
,17430,1,2025 UFA,0,
,16325,1,2025 UFA,0,
,14841,1,2025 UFA,0,
,15878,1,2025 UFA,0,
,16313,1,2025 UFA,0,
,11706,1,2025 UFA,0,
,16331,1,2025 UFA,0,
,16072,1,2025 UFA,0,
,16885,1,2025 UFA,0,
,17378,1,2025 UFA,0,
,16789,1,2025 UFA,0,
,16810,1,2025 UFA,0,
,14155,1,2025 UFA,0,
,17410,1,2025 UFA,0,
,14238,1,2025 UFA,0,
,13675,1,2025 UFA,0,
,12257,1,2025 UFA,0,
,17328,1,2025 UFA,0,
,15991,1,2025 UFA,0,
,17284,1,2025 UFA,0,
,17040,1,2025 UFA,0,
,13128,1,2025 UFA,0,
,13844,1,2025 UFA,0,
,11674,1,2025 UFA,0,
,16453,1,2025 UFA,0,
,12175,1,2025 UFA,0,
,17333,1,2025 UFA,0,
,16636,1,2025 UFA,0,
,15002,1,2025 UFA,0,
,15772,1,2025 UFA,0,
,14253,1,2025 UFA,0,
,16455,1,2025 UFA,0,
,13862,1,2025 UFA,0,
,17246,1,2025 UFA,0,
,16395,1,2025 UFA,0,
,17380,1,2025 UFA,0,
,12184,1,2025 UFA,0,
,16771,1,2025 UFA,0,
,16796,1,2025 UFA,0,
,16157,1,2025 UFA,0,
,13216,1,2025 UFA,0,
,16998,1,2025 UFA,0,
,17442,1,2025 UFA,0,locked
,14815,1,2025 UFA,0,
,14978,1,2025 UFA,0,
,12276,1,2025 UFA,0,
,15321,1,2025 UFA,0,
,13688,1,2025 UFA,0,
,15891,1,2025 UFA,0,
,14883,1,2025 UFA,0,
,15343,1,2025 UFA,0,
,14911,1,2025 UFA,0,
,17320,1,2025 UFA,0,
,16299,1,2025 UFA,0,
,14845,1,2025 UFA,0,
,16783,1,2025 UFA,0,
,14037,1,2025 UFA,0,
,15373,1,2025 UFA,0,
,17309,1,2025 UFA,0,
,16877,1,2025 UFA,0,
,15931,1,2025 UFA,0,
,14987,1,2025 UFA,0,
,15738,1,2025 UFA,0,
,13479,1,2025 UFA,0,
,14898,1,2025 UFA,0,
,14996,1,2025 UFA,0,
,15746,1,2025 UFA,0,
,12771,1,2025 UFA,0,
,16441,1,2025 UFA,0,
,14876,1,2025 UFA,0,
,17294,1,2025 UFA,0,
,16484,1,2025 UFA,0,
,16439,1,2025 UFA,0,
,16756,1,2025 UFA,0,
,13927,1,2025 UFA,0,
,13782,1,2025 UFA,0,
,17262,1,2025 UFA,0,
,12349,1,2025 UFA,0,
,14903,1,2025 UFA,0,
,14805,1,2025 UFA,0,
,15468,1,2025 UFA,0,
,17281,1,2025 UFA,0,
,13763,1,2025 UFA,0,
,12842,1,2025 UFA,0,
,13119,1,2025 UFA,0,
,17265,1,2025 UFA,0,
,12188,1,2025 UFA,0,
,15129,1,2025 UFA,0,
,16409,1,2025 UFA,0,
,15755,1,2025 UFA,0,
,16354,1,2025 UFA,0,
,17450,1,2025 UFA,0,locked
,12623,1,2025 UFA,0,
,16429,1,2025 UFA,0,
,16374,1,2025 UFA,0,
,16889,1,2025 UFA,0,
,15797,1,2025 UFA,0,
,14315,1,2025 UFA,0,
,12234,1,2025 UFA,0,
,15888,1,2025 UFA,0,
,16520,1,2025 UFA,0,
,16218,1,2025 UFA,0,
,14847,1,2025 UFA,0,
,13988,1,2025 UFA,0,
,14953,1,2025 UFA,0,
,13294,1,2025 UFA,0,
,15464,1,2025 UFA,0,
,13726,1,2025 UFA,0,
,17422,1,2025 UFA,0,
,13716,1,2025 UFA,0,
,17057,1,2025 UFA,0,
,13850,1,2025 UFA,0,
,17390,1,2025 UFA,0,
,12219,1,2025 UFA,0,
,14222,1,2025 UFA,0,
,14803,1,2025 UFA,0,
,14401,1,2025 UFA,0,
,15250,1,2025 UFA,0,
,16666,1,2025 UFA,0,
,14670,1,2025 UFA,0,
,15847,1,2025 UFA,0,
,12625,1,2025 UFA,0,
,14934,1,2025 UFA,0,
,15681,1,2025 UFA,0,
,15862,1,2025 UFA,0,
,17067,1,2025 UFA,0,
,15813,1,2025 UFA,0,
,14270,1,2025 UFA,0,
,15302,1,2025 UFA,0,
,16595,1,2025 UFA,0,
,15880,1,2025 UFA,0,
,15275,1,2025 UFA,0,
,14808,1,2025 UFA,0,
,16351,1,2025 UFA,0,
,17109,1,2025 UFA,0,
,13699,1,2025 UFA,0,
,16163,1,2025 UFA,0,
,13236,1,2025 UFA,0,
,15780,1,2025 UFA,0,
,16986,1,2025 UFA,0,
,15360,1,2025 UFA,0,
,15335,1,2025 UFA,0,
,15883,1,2025 UFA,0,
,13798,1,2025 UFA,0,
,15303,1,2025 UFA,0,
,15270,1,2025 UFA,0,
,17243,1,2025 UFA,0,
,15431,1,2025 UFA,0,
,16515,1,2025 UFA,0,
,13919,1,2025 UFA,0,
,16557,1,2025 UFA,0,
,15925,1,2025 UFA,0,
,15407,1,2025 UFA,0,
,15117,1,2025 UFA,0,
,17090,1,2025 UFA,0,
,17314,1,2025 UFA,0,
,16064,1,2025 UFA,0,
,13778,1,2025 UFA,0,
,12734,1,2025 UFA,0,
,16669,1,2025 UFA,0,
,15942,1,2025 UFA,0,
,14012,1,2025 UFA,0,
,16379,1,2025 UFA,0,
,13134,1,2025 UFA,0,
,15437,1,2025 UFA,0,
,15070,1,2025 UFA,0,
,16260,1,2025 UFA,0,
,14946,1,2025 UFA,0,
,13129,1,2025 UFA,0,
,13085,1,2025 UFA,0,
,16030,1,2025 UFA,0,
,15148,1,2025 UFA,0,
,13770,1,2025 UFA,0,
,15244,1,2025 UFA,0,
,17210,1,2025 UFA,0,
,13617,1,2025 UFA,0,
,14781,1,2025 UFA,0,
,14991,1,2025 UFA,0,
,12714,1,2025 UFA,0,
,14904,1,2025 UFA,0,
,16892,1,2025 UFA,0,
,13809,1,2025 UFA,0,
,16884,1,2025 UFA,0,
,14237,1,2025 UFA,0,
,14901,1,2025 UFA,0,
,13646,1,2025 UFA,0,
,9694,1,2025 UFA,0,
,16841,1,2025 UFA,0,
,16144,1,2025 UFA,0,
,14081,1,2025 UFA,0,
,14244,1,2025 UFA,0,
,14926,1,2025 UFA,0,
,16925,1,2025 UFA,0,
,17300,1,2025 UFA,0,
,11265,1,2025 UFA,0,
,16009,1,2025 UFA,0,
,14852,1,2025 UFA,0,
,14495,1,2025 UFA,0,
,14737,1,2025 UFA,0,
,15141,1,2025 UFA,0,
,15957,1,2025 UFA,0,
,14489,1,2025 UFA,0,
,15103,1,2025 UFA,0,
,15499,1,2025 UFA,0,
,10789,1,2025 UFA,0,
,11010,1,2025 UFA,0,
,14962,1,2025 UFA,0,
,16416,1,2025 UFA,0,
,14652,1,2025 UFA,0,
,13317,1,2025 UFA,0,
,12271,1,2025 UFA,0,
,15397,1,2025 UFA,0,
,15935,1,2025 UFA,0,
,17384,1,2025 UFA,0,
,15730,1,2025 UFA,0,
,12978,1,2025 UFA,0,
,11239,1,2025 UFA,0,
,15852,1,2025 UFA,0,
,12151,1,2025 UFA,0,
,16599,1,2025 UFA,0,
,12751,1,2025 UFA,0,
,16732,1,2025 UFA,0,
,9826,1,2025 UFA,0,
,16373,1,2025 UFA,0,
,15429,1,2025 UFA,0,
,16979,1,2025 UFA,0,
,15419,1,2025 UFA,0,
,15381,1,2025 UFA,0,
,15782,1,2025 UFA,0,
,16173,1,2025 UFA,0,
,13942,1,2025 UFA,0,
,15229,1,2025 UFA,0,
,16349,1,2025 UFA,0,
,16922,1,2025 UFA,0,
,17351,1,2025 UFA,0,
,17417,1,2025 UFA,0,
,16956,1,2025 UFA,0,
,14062,1,2025 UFA,0,
,16833,1,2025 UFA,0,
,13273,1,2025 UFA,0,
,17298,1,2025 UFA,0,
,14878,1,2025 UFA,0,
,12828,1,2025 UFA,0,
,16444,1,2025 UFA,0,
,16688,1,2025 UFA,0,
,10457,1,2025 UFA,0,
,14337,1,2025 UFA,0,
,13430,1,2025 UFA,0,
,16776,1,2025 UFA,0,
,16156,1,2025 UFA,0,
,16531,1,2025 UFA,0,
,16025,1,2025 UFA,0,
,16874,1,2025 UFA,0,
,16661,1,2025 UFA,0,
,14964,1,2025 UFA,0,
,15406,1,2025 UFA,0,
,16154,1,2025 UFA,0,
,15547,1,2025 UFA,0,
,16340,1,2025 UFA,0,
,12923,1,2025 UFA,0,
,12976,1,2025 UFA,0,
,14930,1,2025 UFA,0,
,17245,1,2025 UFA,0,
,17199,1,2025 UFA,0,
,14837,1,2025 UFA,0,
,15469,1,2025 UFA,0,
,16744,1,2025 UFA,0,
,16318,1,2025 UFA,0,
,17211,1,2025 UFA,0,
,13683,1,2025 UFA,0,
,11281,1,2025 UFA,0,
,16019,1,2025 UFA,0,
,16784,1,2025 UFA,0,
,14113,1,2025 UFA,0,
,15943,1,2025 UFA,0,
,16928,1,2025 UFA,0,
,16800,1,2025 UFA,0,
,13204,1,2025 UFA,0,
,15823,1,2025 UFA,0,
,14543,1,2025 UFA,0,
,14716,1,2025 UFA,0,
,15719,1,2025 UFA,0,
,14213,1,2025 UFA,0,
,14891,1,2025 UFA,0,
,13715,1,2025 UFA,0,
,16731,1,2025 UFA,0,
,16587,1,2025 UFA,0,
,14558,1,2025 UFA,0,
,17451,1,2025 UFA,0,locked
,15720,1,2025 UFA,0,
,17226,1,2025 UFA,0,
,14821,1,2025 UFA,0,
,16043,1,2025 UFA,0,
,17213,1,2025 UFA,0,
,16341,1,2025 UFA,0,
,16886,1,2025 UFA,0,
,16326,1,2025 UFA,0,
,13771,1,2025 UFA,0,
,16413,1,2025 UFA,0,
,16458,1,2025 UFA,0,
,15637,1,2025 UFA,0,locked
,12476,1,2025 UFA,0,
,10945,1,2025 UFA,0,
,16352,1,2025 UFA,0,
,17190,1,2025 UFA,0,
,16000,1,2025 UFA,0,
,14905,1,2025 UFA,0,
,14087,1,2025 UFA,0,
,17283,1,2025 UFA,0,
,16306,1,2025 UFA,0,
,15271,1,2025 UFA,0,
,13914,1,2025 UFA,0,
,16058,1,2025 UFA,0,
,15564,1,2025 UFA,0,
,12481,1,2025 UFA,0,
,15800,1,2025 UFA,0,
,17000,1,2025 UFA,0,
,15956,1,2025 UFA,0,
,12287,1,2025 UFA,0,
,16333,1,2025 UFA,0,
,17286,1,2025 UFA,0,
,16761,1,2025 UFA,0,
,16425,1,2025 UFA,0,
,14086,1,2025 UFA,0,
,13424,1,2025 UFA,0,
,12589,1,2025 UFA,0,
,13414,1,2025 UFA,0,
,13622,1,2025 UFA,0,
,16007,1,2025 UFA,0,
,15441,1,2025 UFA,0,
,13963,1,2025 UFA,0,
,15565,1,2025 UFA,0,
,16608,1,2025 UFA,0,
,14260,1,2025 UFA,0,
,17301,1,2025 UFA,0,
,16807,1,2025 UFA,0,
,14266,1,2025 UFA,0,
,14944,1,2025 UFA,0,
,13755,1,2025 UFA,0,
,14083,1,2025 UFA,0,
,16151,1,2025 UFA,0,
,13228,1,2025 UFA,0,
,12677,1,2025 UFA,0,
,11387,1,2025 UFA,0,
,16710,1,2025 UFA,0,
,16290,1,2025 UFA,0,
,15983,1,2025 UFA,0,
,15928,1,2025 UFA,0,
,12742,1,2025 UFA,0,
,16311,1,2025 UFA,0,
,15693,1,2025 UFA,0,
,13684,1,2025 UFA,0,
,14966,1,2025 UFA,0,
,17095,1,2025 UFA,0,
,14370,1,2025 UFA,0,
,9853,1,2025 UFA,0,
,13731,1,2025 UFA,0,
,16180,1,2025 UFA,0,
,16017,1,2025 UFA,0,
,14118,1,2025 UFA,0,
,17350,1,2025 UFA,0,
,13680,1,2025 UFA,0,
,13691,1,2025 UFA,0,
,16201,1,2025 UFA,0,
,17447,1,2025 UFA,0,locked
,16183,1,2025 UFA,0,
,11382,1,2025 UFA,0,
,17188,1,2025 UFA,0,
,14919,1,2025 UFA,0,
,16285,1,2025 UFA,0,
,16485,1,2025 UFA,0,
,17423,1,2025 UFA,0,
,14420,1,2025 UFA,0,
,16059,1,2025 UFA,0,
,15734,1,2025 UFA,0,
,17193,1,2025 UFA,0,
,14551,1,2025 UFA,0,
,14121,1,2025 UFA,0,
,16366,1,2025 UFA,0,
,17287,1,2025 UFA,0,
,16457,1,2025 UFA,0,
,16740,1,2025 UFA,0,
,17194,1,2025 UFA,0,
,17289,1,2025 UFA,0,
,15899,1,2025 UFA,0,
,15016,1,2025 UFA,0,
,17249,1,2025 UFA,0,
,15277,1,2025 UFA,0,
,13738,1,2025 UFA,0,
,15811,1,2025 UFA,0,
,13229,1,2025 UFA,0,
,17297,1,2025 UFA,0,
,17329,1,2025 UFA,0,
,16964,1,2025 UFA,0,
,16758,1,2025 UFA,0,
,15918,1,2025 UFA,0,
,9861,1,2025 UFA,0,
,16456,1,2025 UFA,0,
,17398,1,2025 UFA,0,
,17117,1,2025 UFA,0,
,17342,1,2025 UFA,0,
,16715,1,2025 UFA,0,
,17341,1,2025 UFA,0,
,16533,1,2025 UFA,0,
,15921,1,2025 UFA,0,
,14859,1,2025 UFA,0,
,14060,1,2025 UFA,0,
,16815,1,2025 UFA,0,
,16764,1,2025 UFA,0,
,16431,1,2025 UFA,0,
,16198,1,2025 UFA,0,
,16780,1,2025 UFA,0,
,15451,1,2025 UFA,0,
,15262,1,2025 UFA,0,
,16721,1,2025 UFA,0,
,12796,1,2025 UFA,0,
,14858,1,2025 UFA,0,
,16919,1,2025 UFA,0,
,11286,1,2025 UFA,0,
,17373,1,2025 UFA,0,
,13288,1,2025 UFA,0,
,14894,1,2025 UFA,0,
,13702,1,2025 UFA,0,
,15989,1,2025 UFA,0,
,17272,1,2025 UFA,0,
,16362,1,2025 UFA,0,
,12700,1,2025 UFA,0,
,15987,1,2025 UFA,0,
,17433,1,2025 UFA,0,
,15424,1,2025 UFA,0,
,15586,1,2025 UFA,0,
,16777,1,2025 UFA,0,
,14853,1,2025 UFA,0,
,16801,1,2025 UFA,0,
,14331,1,2025 UFA,0,
,16277,1,2025 UFA,0,
,16376,1,2025 UFA,0,
,16609,1,2025 UFA,0,
,14208,1,2025 UFA,0,
,16861,1,2025 UFA,0,
,17344,1,2025 UFA,0,
,15897,1,2025 UFA,0,
,17315,1,2025 UFA,0,
,14359,1,2025 UFA,0,
,17445,1,2025 UFA,0,locked
,14924,1,2025 UFA,0,
,15783,1,2025 UFA,0,
,13274,1,2025 UFA,0,
,9207,1,2025 UFA,0,
,16883,1,2025 UFA,0,
,14205,1,2025 UFA,0,
,17266,1,2025 UFA,0,
,15959,1,2025 UFA,0,
,15481,1,2025 UFA,0,
,16175,1,2025 UFA,0,
,13764,1,2025 UFA,0,
,14864,1,2025 UFA,0,
,16837,1,2025 UFA,0,
,13848,1,2025 UFA,0,
,16055,1,2025 UFA,0,
,16357,1,2025 UFA,0,
,15165,1,2025 UFA,0,
,16476,1,2025 UFA,0,
,17383,1,2025 UFA,0,
,16203,1,2025 UFA,0,
,13332,1,2025 UFA,0,
,11793,1,2025 UFA,0,
,12745,1,2025 UFA,0,
,16709,1,2025 UFA,0,
,15881,1,2025 UFA,0,
,17416,1,2025 UFA,0,
,16714,1,2025 UFA,0,
,16026,1,2025 UFA,0,
,16350,1,2025 UFA,0,
,17446,1,2025 UFA,0,locked
,12988,1,2025 UFA,0,
,10271,1,2025 UFA,0,
,13748,1,2025 UFA,0,
,15618,1,2025 UFA,0,
,16370,1,2025 UFA,0,
,15398,1,2025 UFA,0,
,17170,1,2025 UFA,0,
,16005,1,2025 UFA,0,
,14828,1,2025 UFA,0,
,17016,1,2025 UFA,0,
,15767,1,2025 UFA,0,
,16114,1,2025 UFA,0,
,13176,1,2025 UFA,0,
,15330,1,2025 UFA,0,
,16505,1,2025 UFA,0,
,13898,1,2025 UFA,0,
,15383,1,2025 UFA,0,
,9904,1,2025 UFA,0,
,17304,1,2025 UFA,0,
,12795,1,2025 UFA,0,
,17343,1,2025 UFA,0,
,11367,1,2025 UFA,0,
,17415,1,2025 UFA,0,
,16135,1,2025 UFA,0,
,17414,1,2025 UFA,0,
,16742,1,2025 UFA,0,
,15612,1,2025 UFA,0,
,16798,1,2025 UFA,0,
,14880,1,2025 UFA,0,
,16775,1,2025 UFA,0,
,13301,1,2025 UFA,0,
,12720,1,2025 UFA,0,
,14939,1,2025 UFA,0,
,17444,1,2025 UFA,0,locked
,10948,1,2025 UFA,0,
,14807,1,2025 UFA,0,
,13619,1,2025 UFA,0,
,15924,1,2025 UFA,0,
,12239,1,2025 UFA,0,
,17183,1,2025 UFA,0,
,14503,1,2025 UFA,0,
,17248,1,2025 UFA,0,
,13682,1,2025 UFA,0,
,15527,1,2025 UFA,0,
,17371,1,2025 UFA,0,
,16863,1,2025 UFA,0,
,15929,1,2025 UFA,0,
,12776,1,2025 UFA,0,
,17316,1,2025 UFA,0,
,17274,1,2025 UFA,0,
,13232,1,2025 UFA,0,
,16674,1,2025 UFA,0,
,13250,1,2025 UFA,0,
,17230,1,2025 UFA,0,
,15535,1,2025 UFA,0,
,17310,1,2025 UFA,0,
,16699,1,2025 UFA,0,
,17376,1,2025 UFA,0,
,14143,1,2025 UFA,0,
,16016,1,2025 UFA,0,
,15795,1,2025 UFA,0,
,17218,1,2025 UFA,0,
,13403,1,2025 UFA,0,
,15395,1,2025 UFA,0,
,13262,1,2025 UFA,0,
,17133,1,2025 UFA,0,
,17352,1,2025 UFA,0,
,15970,1,2025 UFA,0,
,17110,1,2025 UFA,0,
,14442,1,2025 UFA,0,
,16249,1,2025 UFA,0,
,17111,1,2025 UFA,0,
,16302,1,2025 UFA,0,
,14452,1,2025 UFA,0,
,15240,1,2025 UFA,0,
,16418,1,2025 UFA,0,
,11680,1,2025 UFA,0,
,17349,1,2025 UFA,0,
,13224,1,2025 UFA,0,
,16217,1,2025 UFA,0,
,17419,1,2025 UFA,0,
,16613,1,2025 UFA,0,
,13202,1,2025 UFA,0,
,12687,1,2025 UFA,0,
,16132,1,2025 UFA,0,
,15818,1,2025 UFA,0,
,16591,1,2025 UFA,0,
,13336,1,2025 UFA,0,
,16755,1,2025 UFA,0,
,16343,1,2025 UFA,0,
,15944,1,2025 UFA,0,
,13733,1,2025 UFA,0,
,16529,1,2025 UFA,0,
,16149,1,2025 UFA,0,
,15140,1,2025 UFA,0,
,8269,1,2025 UFA,0,
,13687,1,2025 UFA,0,
,17244,1,2025 UFA,0,
,14057,1,2025 UFA,0,
,15094,1,2025 UFA,0,
,16768,1,2025 UFA,0,
,17253,1,2025 UFA,0,
,16513,1,2025 UFA,0,
,14268,1,2025 UFA,0,
,14211,1,2025 UFA,0,
,15334,1,2025 UFA,0,
,17237,1,2025 UFA,0,
,15461,1,2025 UFA,0,
,15433,1,2025 UFA,0,
,17255,1,2025 UFA,0,
,17394,1,2025 UFA,0,
,12791,1,2025 UFA,0,
,15945,1,2025 UFA,0,
,16391,1,2025 UFA,0,
,15958,1,2025 UFA,0,
,16315,1,2025 UFA,0,
,12956,1,2025 UFA,0,
,17438,1,2025 UFA,0,
,14951,1,2025 UFA,0,
,13234,1,2025 UFA,0,
,13767,1,2025 UFA,0,
,15853,1,2025 UFA,0,
,16730,1,2025 UFA,0,
,17426,1,2025 UFA,0,
,13909,1,2025 UFA,0,
,16220,1,2025 UFA,0,
,15867,1,2025 UFA,0,
,12955,1,2025 UFA,0,
,16275,1,2025 UFA,0,
,17336,1,2025 UFA,0,
,17200,1,2025 UFA,0,
,15308,1,2025 UFA,0,
,16259,1,2025 UFA,0,
,17421,1,2025 UFA,0,
,11383,1,2025 UFA,0,
,15771,1,2025 UFA,0,
,16831,1,2025 UFA,0,
,17340,1,2025 UFA,0,
,16868,1,2025 UFA,0,
,17054,1,2025 UFA,0,
,17379,1,2025 UFA,0,
,16004,1,2025 UFA,0,
,12851,1,2025 UFA,0,
,17259,1,2025 UFA,0,
,11313,1,2025 UFA,0,
,15876,1,2025 UFA,0,
,16329,1,2025 UFA,0,
,15820,1,2025 UFA,0,
,16335,1,2025 UFA,0,
,15951,1,2025 UFA,0,
,11676,1,2025 UFA,0,
,14223,1,2025 UFA,0,
,16501,1,2025 UFA,0,
,17208,1,2025 UFA,0,
,13547,1,2025 UFA,0,
,17367,1,2025 UFA,0,
,13252,1,2025 UFA,0,
,16856,1,2025 UFA,0,
,16848,1,2025 UFA,0,
