id,contractInfo,salary,contractYear,conference,status
15248,2025 UFA,,1,0,nan
12758,2025 UFA,,1,0,nan
17358,2025 UFA,,1,0,nan
16834,2025 UFA,,1,0,nan
14942,2025 UFA,,1,0,nan
13750,2025 UFA,,1,0,nan
16337,2025 UFA,,1,0,nan
17335,2025 UFA,,1,0,nan
12738,2025 UFA,,1,0,nan
16632,2025 UFA,,1,0,nan
12325,2025 UFA,,1,0,nan
12783,2025 UFA,,1,0,nan
16982,2025 UFA,,1,0,nan
15908,2025 UFA,,1,0,nan
15874,2025 UFA,,1,0,nan
16790,2025 UFA,,1,0,nan
15041,2025 UFA,,1,0,nan
15804,2025 UFA,,1,0,nan
15034,2025 UFA,,1,0,nan
15887,2025 UFA,,1,0,nan
17418,2025 UFA,,1,0,nan
15930,2025 UFA,,1,0,nan
17325,2025 UFA,,1,0,nan
12779,2025 UFA,,1,0,nan
15595,2025 UFA,,1,0,nan
14112,2025 UFA,,1,0,nan
16738,2025 UFA,,1,0,nan
16339,2025 UFA,,1,0,nan
13718,2025 UFA,,1,0,nan
11644,2025 UFA,,1,0,nan
16753,2025 UFA,,1,0,nan
16229,2025 UFA,,1,0,nan
12394,2025 UFA,,1,0,nan
16713,2025 UFA,,1,0,nan
13703,2025 UFA,,1,0,nan
15258,2025 UFA,,1,0,nan
15432,2025 UFA,,1,0,nan
15870,2025 UFA,,1,0,nan
16854,2025 UFA,,1,0,nan
17317,2025 UFA,,1,0,nan
16806,2025 UFA,,1,0,nan
14850,2025 UFA,,1,0,nan
15568,2025 UFA,,1,0,nan
17355,2025 UFA,,1,0,nan
15723,2025 UFA,,1,0,nan
13668,2025 UFA,,1,0,nan
15984,2025 UFA,,1,0,nan
16875,2025 UFA,,1,0,nan
16492,2025 UFA,,1,0,nan
15965,2025 UFA,,1,0,nan
17372,2025 UFA,,1,0,nan
15057,2025 UFA,,1,0,nan
12930,2025 UFA,,1,0,nan
15194,2025 UFA,,1,0,nan
13610,2025 UFA,,1,0,nan
15837,2025 UFA,,1,0,nan
15364,2025 UFA,,1,0,nan
17319,2025 UFA,,1,0,nan
13322,2025 UFA,,1,0,nan
15826,2025 UFA,,1,0,nan
17381,2025 UFA,,1,0,nan
17430,2025 UFA,,1,0,nan
16325,2025 UFA,,1,0,nan
14841,2025 UFA,,1,0,nan
15878,2025 UFA,,1,0,nan
16313,2025 UFA,,1,0,nan
11706,2025 UFA,,1,0,nan
16331,2025 UFA,,1,0,nan
16072,2025 UFA,,1,0,nan
16885,2025 UFA,,1,0,nan
17378,2025 UFA,,1,0,nan
16789,2025 UFA,,1,0,nan
16810,2025 UFA,,1,0,nan
14155,2025 UFA,,1,0,nan
17410,2025 UFA,,1,0,nan
14238,2025 UFA,,1,0,nan
13675,2025 UFA,,1,0,nan
12257,2025 UFA,,1,0,nan
17328,2025 UFA,,1,0,nan
15991,2025 UFA,,1,0,nan
17284,2025 UFA,,1,0,nan
17040,2025 UFA,,1,0,nan
13128,2025 UFA,,1,0,nan
13844,2025 UFA,,1,0,nan
11674,2025 UFA,,1,0,nan
16453,2025 UFA,,1,0,nan
12175,2025 UFA,,1,0,nan
17333,2025 UFA,,1,0,nan
16636,2025 UFA,,1,0,nan
15002,2025 UFA,,1,0,nan
15772,2025 UFA,,1,0,nan
14253,2025 UFA,,1,0,nan
16455,2025 UFA,,1,0,nan
13862,2025 UFA,,1,0,nan
17246,2025 UFA,,1,0,nan
16395,2025 UFA,,1,0,nan
17380,2025 UFA,,1,0,nan
12184,2025 UFA,,1,0,nan
16771,2025 UFA,,1,0,nan
16796,2025 UFA,,1,0,nan
16157,2025 UFA,,1,0,nan
13216,2025 UFA,,1,0,nan
16998,2025 UFA,,1,0,nan
14815,2025 UFA,,1,0,nan
14978,2025 UFA,,1,0,nan
12276,2025 UFA,,1,0,nan
15321,2025 UFA,,1,0,nan
13688,2025 UFA,,1,0,nan
15891,2025 UFA,,1,0,nan
14883,2025 UFA,,1,0,nan
15343,2025 UFA,,1,0,nan
14911,2025 UFA,,1,0,nan
17320,2025 UFA,,1,0,nan
16299,2025 UFA,,1,0,nan
14845,2025 UFA,,1,0,nan
16783,2025 UFA,,1,0,nan
14037,2025 UFA,,1,0,nan
15373,2025 UFA,,1,0,nan
17309,2025 UFA,,1,0,nan
16877,2025 UFA,,1,0,nan
15931,2025 UFA,,1,0,nan
14987,2025 UFA,,1,0,nan
15738,2025 UFA,,1,0,nan
13479,2025 UFA,,1,0,nan
14898,2025 UFA,,1,0,nan
14996,2025 UFA,,1,0,nan
15746,2025 UFA,,1,0,nan
12771,2025 UFA,,1,0,nan
16441,2025 UFA,,1,0,nan
14876,2025 UFA,,1,0,nan
17294,2025 UFA,,1,0,nan
16484,2025 UFA,,1,0,nan
16439,2025 UFA,,1,0,nan
16756,2025 UFA,,1,0,nan
13927,2025 UFA,,1,0,nan
13782,2025 UFA,,1,0,nan
17262,2025 UFA,,1,0,nan
12349,2025 UFA,,1,0,nan
14903,2025 UFA,,1,0,nan
14805,2025 UFA,,1,0,nan
15468,2025 UFA,,1,0,nan
17281,2025 UFA,,1,0,nan
13763,2025 UFA,,1,0,nan
12842,2025 UFA,,1,0,nan
13119,2025 UFA,,1,0,nan
17265,2025 UFA,,1,0,nan
12188,2025 UFA,,1,0,nan
15129,2025 UFA,,1,0,nan
16409,2025 UFA,,1,0,nan
15755,2025 UFA,,1,0,nan
16354,2025 UFA,,1,0,nan
12623,2025 UFA,,1,0,nan
16429,2025 UFA,,1,0,nan
16374,2025 UFA,,1,0,nan
16889,2025 UFA,,1,0,nan
15797,2025 UFA,,1,0,nan
14315,2025 UFA,,1,0,nan
12234,2025 UFA,,1,0,nan
15888,2025 UFA,,1,0,nan
16520,2025 UFA,,1,0,nan
16218,2025 UFA,,1,0,nan
14847,2025 UFA,,1,0,nan
13988,2025 UFA,,1,0,nan
14953,2025 UFA,,1,0,nan
13294,2025 UFA,,1,0,nan
15464,2025 UFA,,1,0,nan
13726,2025 UFA,,1,0,nan
17422,2025 UFA,,1,0,nan
13716,2025 UFA,,1,0,nan
17057,2025 UFA,,1,0,nan
13850,2025 UFA,,1,0,nan
17390,2025 UFA,,1,0,nan
12219,2025 UFA,,1,0,nan
14222,2025 UFA,,1,0,nan
14803,2025 UFA,,1,0,nan
14401,2025 UFA,,1,0,nan
15250,2025 UFA,,1,0,nan
16666,2025 UFA,,1,0,nan
14670,2025 UFA,,1,0,nan
15847,2025 UFA,,1,0,nan
12625,2025 UFA,,1,0,nan
14934,2025 UFA,,1,0,nan
15681,2025 UFA,,1,0,nan
15862,2025 UFA,,1,0,nan
17067,2025 UFA,,1,0,nan
15813,2025 UFA,,1,0,nan
14270,2025 UFA,,1,0,nan
15302,2025 UFA,,1,0,nan
16595,2025 UFA,,1,0,nan
15880,2025 UFA,,1,0,nan
15275,2025 UFA,,1,0,nan
14808,2025 UFA,,1,0,nan
16351,2025 UFA,,1,0,nan
17109,2025 UFA,,1,0,nan
13699,2025 UFA,,1,0,nan
16163,2025 UFA,,1,0,nan
13236,2025 UFA,,1,0,nan
15780,2025 UFA,,1,0,nan
16986,2025 UFA,,1,0,nan
15360,2025 UFA,,1,0,nan
17191,2025 UFA,,1,0,nan
15335,2025 UFA,,1,0,nan
15883,2025 UFA,,1,0,nan
13798,2025 UFA,,1,0,nan
15303,2025 UFA,,1,0,nan
15270,2025 UFA,,1,0,nan
17243,2025 UFA,,1,0,nan
15431,2025 UFA,,1,0,nan
16515,2025 UFA,,1,0,nan
13919,2025 UFA,,1,0,nan
16557,2025 UFA,,1,0,nan
15925,2025 UFA,,1,0,nan
15407,2025 UFA,,1,0,nan
15117,2025 UFA,,1,0,nan
17090,2025 UFA,,1,0,nan
17314,2025 UFA,,1,0,nan
16064,2025 UFA,,1,0,nan
13778,2025 UFA,,1,0,nan
12734,2025 UFA,,1,0,nan
16669,2025 UFA,,1,0,nan
15942,2025 UFA,,1,0,nan
14012,2025 UFA,,1,0,nan
16379,2025 UFA,,1,0,nan
13134,2025 UFA,,1,0,nan
15437,2025 UFA,,1,0,nan
15070,2025 UFA,,1,0,nan
16260,2025 UFA,,1,0,nan
14946,2025 UFA,,1,0,nan
13129,2025 UFA,,1,0,nan
13085,2025 UFA,,1,0,nan
16030,2025 UFA,,1,0,nan
15148,2025 UFA,,1,0,nan
13770,2025 UFA,,1,0,nan
15244,2025 UFA,,1,0,nan
17210,2025 UFA,,1,0,nan
13617,2025 UFA,,1,0,nan
14781,2025 UFA,,1,0,nan
14991,2025 UFA,,1,0,nan
12714,2025 UFA,,1,0,nan
14904,2025 UFA,,1,0,nan
16892,2025 UFA,,1,0,nan
13809,2025 UFA,,1,0,nan
16884,2025 UFA,,1,0,nan
14237,2025 UFA,,1,0,nan
14901,2025 UFA,,1,0,nan
13646,2025 UFA,,1,0,nan
9694,2025 UFA,,1,0,nan
16841,2025 UFA,,1,0,nan
16144,2025 UFA,,1,0,nan
14081,2025 UFA,,1,0,nan
14244,2025 UFA,,1,0,nan
14926,2025 UFA,,1,0,nan
16925,2025 UFA,,1,0,nan
17300,2025 UFA,,1,0,nan
11265,2025 UFA,,1,0,nan
16009,2025 UFA,,1,0,nan
14852,2025 UFA,,1,0,nan
14495,2025 UFA,,1,0,nan
14737,2025 UFA,,1,0,nan
15141,2025 UFA,,1,0,nan
15957,2025 UFA,,1,0,nan
14489,2025 UFA,,1,0,nan
15103,2025 UFA,,1,0,nan
15499,2025 UFA,,1,0,nan
10789,2025 UFA,,1,0,nan
11010,2025 UFA,,1,0,nan
14962,2025 UFA,,1,0,nan
16416,2025 UFA,,1,0,nan
14652,2025 UFA,,1,0,nan
13317,2025 UFA,,1,0,nan
12271,2025 UFA,,1,0,nan
15397,2025 UFA,,1,0,nan
15935,2025 UFA,,1,0,nan
17384,2025 UFA,,1,0,nan
15730,2025 UFA,,1,0,nan
12978,2025 UFA,,1,0,nan
11239,2025 UFA,,1,0,nan
15852,2025 UFA,,1,0,nan
12151,2025 UFA,,1,0,nan
16599,2025 UFA,,1,0,nan
12751,2025 UFA,,1,0,nan
16732,2025 UFA,,1,0,nan
9826,2025 UFA,,1,0,nan
16373,2025 UFA,,1,0,nan
15429,2025 UFA,,1,0,nan
16979,2025 UFA,,1,0,nan
15419,2025 UFA,,1,0,nan
15381,2025 UFA,,1,0,nan
15782,2025 UFA,,1,0,nan
16173,2025 UFA,,1,0,nan
13942,2025 UFA,,1,0,nan
15229,2025 UFA,,1,0,nan
16349,2025 UFA,,1,0,nan
16922,2025 UFA,,1,0,nan
17351,2025 UFA,,1,0,nan
17417,2025 UFA,,1,0,nan
16956,2025 UFA,,1,0,nan
14062,2025 UFA,,1,0,nan
16833,2025 UFA,,1,0,nan
13273,2025 UFA,,1,0,nan
17298,2025 UFA,,1,0,nan
14878,2025 UFA,,1,0,nan
12828,2025 UFA,,1,0,nan
16444,2025 UFA,,1,0,nan
16688,2025 UFA,,1,0,nan
10457,2025 UFA,,1,0,nan
14337,2025 UFA,,1,0,nan
13430,2025 UFA,,1,0,nan
16776,2025 UFA,,1,0,nan
16156,2025 UFA,,1,0,nan
16531,2025 UFA,,1,0,nan
16025,2025 UFA,,1,0,nan
16874,2025 UFA,,1,0,nan
16661,2025 UFA,,1,0,nan
14964,2025 UFA,,1,0,nan
15406,2025 UFA,,1,0,nan
16154,2025 UFA,,1,0,nan
15547,2025 UFA,,1,0,nan
15812,2025 UFA,,1,0,nan
16340,2025 UFA,,1,0,nan
12923,2025 UFA,,1,0,nan
12976,2025 UFA,,1,0,nan
14930,2025 UFA,,1,0,nan
17245,2025 UFA,,1,0,nan
17199,2025 UFA,,1,0,nan
14837,2025 UFA,,1,0,nan
15469,2025 UFA,,1,0,nan
16744,2025 UFA,,1,0,nan
16318,2025 UFA,,1,0,nan
17211,2025 UFA,,1,0,nan
13683,2025 UFA,,1,0,nan
11281,2025 UFA,,1,0,nan
16019,2025 UFA,,1,0,nan
16784,2025 UFA,,1,0,nan
14113,2025 UFA,,1,0,nan
15943,2025 UFA,,1,0,nan
16928,2025 UFA,,1,0,nan
16800,2025 UFA,,1,0,nan
13204,2025 UFA,,1,0,nan
15823,2025 UFA,,1,0,nan
14543,2025 UFA,,1,0,nan
14716,2025 UFA,,1,0,nan
15719,2025 UFA,,1,0,nan
14213,2025 UFA,,1,0,nan
14891,2025 UFA,,1,0,nan
13715,2025 UFA,,1,0,nan
16731,2025 UFA,,1,0,nan
16587,2025 UFA,,1,0,nan
14558,2025 UFA,,1,0,nan
15720,2025 UFA,,1,0,nan
17226,2025 UFA,,1,0,nan
14821,2025 UFA,,1,0,nan
16043,2025 UFA,,1,0,nan
17213,2025 UFA,,1,0,nan
16341,2025 UFA,,1,0,nan
16886,2025 UFA,,1,0,nan
16326,2025 UFA,,1,0,nan
13771,2025 UFA,,1,0,nan
16413,2025 UFA,,1,0,nan
16458,2025 UFA,,1,0,nan
12476,2025 UFA,,1,0,nan
10945,2025 UFA,,1,0,nan
16352,2025 UFA,,1,0,nan
17190,2025 UFA,,1,0,nan
16000,2025 UFA,,1,0,nan
14905,2025 UFA,,1,0,nan
14087,2025 UFA,,1,0,nan
17283,2025 UFA,,1,0,nan
16306,2025 UFA,,1,0,nan
15271,2025 UFA,,1,0,nan
13914,2025 UFA,,1,0,nan
16058,2025 UFA,,1,0,nan
15564,2025 UFA,,1,0,nan
12481,2025 UFA,,1,0,nan
15800,2025 UFA,,1,0,nan
17000,2025 UFA,,1,0,nan
15956,2025 UFA,,1,0,nan
12287,2025 UFA,,1,0,nan
16333,2025 UFA,,1,0,nan
17286,2025 UFA,,1,0,nan
16761,2025 UFA,,1,0,nan
16425,2025 UFA,,1,0,nan
14086,2025 UFA,,1,0,nan
13424,2025 UFA,,1,0,nan
12589,2025 UFA,,1,0,nan
13414,2025 UFA,,1,0,nan
13622,2025 UFA,,1,0,nan
16007,2025 UFA,,1,0,nan
15441,2025 UFA,,1,0,nan
13963,2025 UFA,,1,0,nan
15565,2025 UFA,,1,0,nan
16608,2025 UFA,,1,0,nan
14260,2025 UFA,,1,0,nan
17301,2025 UFA,,1,0,nan
16807,2025 UFA,,1,0,nan
14266,2025 UFA,,1,0,nan
14944,2025 UFA,,1,0,nan
13755,2025 UFA,,1,0,nan
14083,2025 UFA,,1,0,nan
16151,2025 UFA,,1,0,nan
13228,2025 UFA,,1,0,nan
12677,2025 UFA,,1,0,nan
11387,2025 UFA,,1,0,nan
16710,2025 UFA,,1,0,nan
16290,2025 UFA,,1,0,nan
15983,2025 UFA,,1,0,nan
15928,2025 UFA,,1,0,nan
12742,2025 UFA,,1,0,nan
16311,2025 UFA,,1,0,nan
15693,2025 UFA,,1,0,nan
13684,2025 UFA,,1,0,nan
14966,2025 UFA,,1,0,nan
17095,2025 UFA,,1,0,nan
14370,2025 UFA,,1,0,nan
9853,2025 UFA,,1,0,nan
13731,2025 UFA,,1,0,nan
16180,2025 UFA,,1,0,nan
16017,2025 UFA,,1,0,nan
14118,2025 UFA,,1,0,nan
17350,2025 UFA,,1,0,nan
13680,2025 UFA,,1,0,nan
13691,2025 UFA,,1,0,nan
16201,2025 UFA,,1,0,nan
16183,2025 UFA,,1,0,nan
11382,2025 UFA,,1,0,nan
17188,2025 UFA,,1,0,nan
14919,2025 UFA,,1,0,nan
16285,2025 UFA,,1,0,nan
16485,2025 UFA,,1,0,nan
17423,2025 UFA,,1,0,nan
14420,2025 UFA,,1,0,nan
16059,2025 UFA,,1,0,nan
15734,2025 UFA,,1,0,nan
17193,2025 UFA,,1,0,nan
14551,2025 UFA,,1,0,nan
14121,2025 UFA,,1,0,nan
16366,2025 UFA,,1,0,nan
17287,2025 UFA,,1,0,nan
16457,2025 UFA,,1,0,nan
16740,2025 UFA,,1,0,nan
17194,2025 UFA,,1,0,nan
17289,2025 UFA,,1,0,nan
15899,2025 UFA,,1,0,nan
15016,2025 UFA,,1,0,nan
17249,2025 UFA,,1,0,nan
15277,2025 UFA,,1,0,nan
13738,2025 UFA,,1,0,nan
15811,2025 UFA,,1,0,nan
13229,2025 UFA,,1,0,nan
17297,2025 UFA,,1,0,nan
17329,2025 UFA,,1,0,nan
16964,2025 UFA,,1,0,nan
16758,2025 UFA,,1,0,nan
15918,2025 UFA,,1,0,nan
9861,2025 UFA,,1,0,nan
16456,2025 UFA,,1,0,nan
17398,2025 UFA,,1,0,nan
17117,2025 UFA,,1,0,nan
17342,2025 UFA,,1,0,nan
16715,2025 UFA,,1,0,nan
17341,2025 UFA,,1,0,nan
16533,2025 UFA,,1,0,nan
15921,2025 UFA,,1,0,nan
14859,2025 UFA,,1,0,nan
14060,2025 UFA,,1,0,nan
16815,2025 UFA,,1,0,nan
16764,2025 UFA,,1,0,nan
16431,2025 UFA,,1,0,nan
16198,2025 UFA,,1,0,nan
16780,2025 UFA,,1,0,nan
15451,2025 UFA,,1,0,nan
15262,2025 UFA,,1,0,nan
16721,2025 UFA,,1,0,nan
12796,2025 UFA,,1,0,nan
14858,2025 UFA,,1,0,nan
16919,2025 UFA,,1,0,nan
11286,2025 UFA,,1,0,nan
17373,2025 UFA,,1,0,nan
13288,2025 UFA,,1,0,nan
14894,2025 UFA,,1,0,nan
13702,2025 UFA,,1,0,nan
15989,2025 UFA,,1,0,nan
17272,2025 UFA,,1,0,nan
16362,2025 UFA,,1,0,nan
12700,2025 UFA,,1,0,nan
17433,2025 UFA,,1,0,nan
15987,2025 UFA,,1,0,nan
15424,2025 UFA,,1,0,nan
15586,2025 UFA,,1,0,nan
16777,2025 UFA,,1,0,nan
14853,2025 UFA,,1,0,nan
16801,2025 UFA,,1,0,nan
14331,2025 UFA,,1,0,nan
16277,2025 UFA,,1,0,nan
16376,2025 UFA,,1,0,nan
16609,2025 UFA,,1,0,nan
14208,2025 UFA,,1,0,nan
16861,2025 UFA,,1,0,nan
17344,2025 UFA,,1,0,nan
15897,2025 UFA,,1,0,nan
17315,2025 UFA,,1,0,nan
14359,2025 UFA,,1,0,nan
14924,2025 UFA,,1,0,nan
15783,2025 UFA,,1,0,nan
13274,2025 UFA,,1,0,nan
9207,2025 UFA,,1,0,nan
16883,2025 UFA,,1,0,nan
14205,2025 UFA,,1,0,nan
17266,2025 UFA,,1,0,nan
15959,2025 UFA,,1,0,nan
15481,2025 UFA,,1,0,nan
16175,2025 UFA,,1,0,nan
13764,2025 UFA,,1,0,nan
14864,2025 UFA,,1,0,nan
16837,2025 UFA,,1,0,nan
13848,2025 UFA,,1,0,nan
16055,2025 UFA,,1,0,nan
16357,2025 UFA,,1,0,nan
15165,2025 UFA,,1,0,nan
16476,2025 UFA,,1,0,nan
17383,2025 UFA,,1,0,nan
16203,2025 UFA,,1,0,nan
13332,2025 UFA,,1,0,nan
11793,2025 UFA,,1,0,nan
12745,2025 UFA,,1,0,nan
16709,2025 UFA,,1,0,nan
15881,2025 UFA,,1,0,nan
17416,2025 UFA,,1,0,nan
16714,2025 UFA,,1,0,nan
16026,2025 UFA,,1,0,nan
16350,2025 UFA,,1,0,nan
12988,2025 UFA,,1,0,nan
10271,2025 UFA,,1,0,nan
13748,2025 UFA,,1,0,nan
15618,2025 UFA,,1,0,nan
16370,2025 UFA,,1,0,nan
15398,2025 UFA,,1,0,nan
17170,2025 UFA,,1,0,nan
16005,2025 UFA,,1,0,nan
14828,2025 UFA,,1,0,nan
17016,2025 UFA,,1,0,nan
15767,2025 UFA,,1,0,nan
16114,2025 UFA,,1,0,nan
13176,2025 UFA,,1,0,nan
15330,2025 UFA,,1,0,nan
16505,2025 UFA,,1,0,nan
13898,2025 UFA,,1,0,nan
15383,2025 UFA,,1,0,nan
9904,2025 UFA,,1,0,nan
17304,2025 UFA,,1,0,nan
12795,2025 UFA,,1,0,nan
17343,2025 UFA,,1,0,nan
11367,2025 UFA,,1,0,nan
17415,2025 UFA,,1,0,nan
16135,2025 UFA,,1,0,nan
17414,2025 UFA,,1,0,nan
16742,2025 UFA,,1,0,nan
15612,2025 UFA,,1,0,nan
16798,2025 UFA,,1,0,nan
14880,2025 UFA,,1,0,nan
16775,2025 UFA,,1,0,nan
13301,2025 UFA,,1,0,nan
12720,2025 UFA,,1,0,nan
14939,2025 UFA,,1,0,nan
10948,2025 UFA,,1,0,nan
14807,2025 UFA,,1,0,nan
13619,2025 UFA,,1,0,nan
15924,2025 UFA,,1,0,nan
12239,2025 UFA,,1,0,nan
17183,2025 UFA,,1,0,nan
14503,2025 UFA,,1,0,nan
17248,2025 UFA,,1,0,nan
13682,2025 UFA,,1,0,nan
15527,2025 UFA,,1,0,nan
17371,2025 UFA,,1,0,nan
16863,2025 UFA,,1,0,nan
15929,2025 UFA,,1,0,nan
12776,2025 UFA,,1,0,nan
17316,2025 UFA,,1,0,nan
17274,2025 UFA,,1,0,nan
13232,2025 UFA,,1,0,nan
16674,2025 UFA,,1,0,nan
13250,2025 UFA,,1,0,nan
17230,2025 UFA,,1,0,nan
15535,2025 UFA,,1,0,nan
17310,2025 UFA,,1,0,nan
16699,2025 UFA,,1,0,nan
17376,2025 UFA,,1,0,nan
14143,2025 UFA,,1,0,nan
16016,2025 UFA,,1,0,nan
15795,2025 UFA,,1,0,nan
17218,2025 UFA,,1,0,nan
13403,2025 UFA,,1,0,nan
15395,2025 UFA,,1,0,nan
13262,2025 UFA,,1,0,nan
17133,2025 UFA,,1,0,nan
17352,2025 UFA,,1,0,nan
15970,2025 UFA,,1,0,nan
17110,2025 UFA,,1,0,nan
