status,id,salary,contractYear,contractInfo,conference
nan,15277,,1,2025 UFA,0
nan,15811,,1,2025 UFA,0
nan,13229,,1,2025 UFA,0
nan,17297,,1,2025 UFA,0
nan,17329,,1,2025 UFA,0
nan,16964,,1,2025 UFA,0
nan,16758,,1,2025 UFA,0
nan,15918,,1,2025 UFA,0
nan,9861,,1,2025 UFA,0
nan,16456,,1,2025 UFA,0
nan,17117,,1,2025 UFA,0
nan,17342,,1,2025 UFA,0
nan,16715,,1,2025 UFA,0
nan,17341,,1,2025 UFA,0
nan,16533,,1,2025 UFA,0
locked,15921,1,2,2025 R/F,0
nan,14859,,1,2025 UFA,0
nan,14060,,1,2025 UFA,0
nan,16815,,1,2025 UFA,0
nan,16764,,1,2025 UFA,0
locked,17055,1.04,4,2025 4.05,0
nan,16198,,1,2025 UFA,0
nan,16780,,1,2025 UFA,0
nan,15451,,1,2025 UFA,0
nan,15262,,1,2025 UFA,0
nan,16721,,1,2025 UFA,0
nan,12796,,1,2025 UFA,0
nan,11327,,1,2025 UFA,0
nan,16919,,1,2025 UFA,0
nan,11286,,1,2025 UFA,0
locked,16662,1.02,2,2024 4.15,0
locked,13288,1,2,2025 R/F,0
nan,16957,,1,2025 UFA,0
nan,13702,,1,2025 UFA,0
locked,15989,1,1,2025 R/F,0
nan,17272,,1,2025 UFA,0
nan,16362,,1,2025 UFA,0
nan,16246,,1,2025 UFA,0
nan,12700,,1,2025 UFA,0
nan,15987,,1,2025 UFA,0
nan,15424,,1,2025 UFA,0
nan,15586,,1,2025 UFA,0
nan,16777,,1,2025 UFA,0
nan,14853,,1,2025 UFA,0
nan,16801,,1,2025 UFA,0
nan,14331,,1,2025 UFA,0
nan,16277,,1,2025 UFA,0
nan,16376,,1,2025 UFA,0
nan,16609,,1,2025 UFA,0
nan,14208,,1,2025 UFA,0
nan,16861,,1,2025 UFA,0
nan,17344,,1,2025 UFA,0
nan,15897,,1,2025 UFA,0
nan,17315,,1,2025 UFA,0
nan,14359,,1,2025 UFA,0
nan,15783,,1,2025 UFA,0
nan,13274,,1,2025 UFA,0
nan,9207,,1,2025 UFA,0
nan,16883,,1,2025 UFA,0
nan,14205,,1,2025 UFA,0
nan,17266,,1,2025 UFA,0
nan,15959,,1,2025 UFA,0
nan,15481,,1,2025 UFA,0
nan,16175,,1,2025 UFA,0
nan,14864,,1,2025 UFA,0
nan,16837,,1,2025 UFA,0
locked,13848,1,2,2025 R/F,0
nan,16055,,1,2025 UFA,0
nan,16357,,1,2025 UFA,0
nan,15165,,1,2025 UFA,0
nan,16476,,1,2025 UFA,0
nan,16203,,1,2025 UFA,0
locked,13332,1,2,2025 R/F,0
nan,11793,,1,2025 UFA,0
nan,12745,,1,2025 UFA,0
nan,16709,,1,2025 UFA,0
nan,15881,,1,2025 UFA,0
nan,16714,,1,2025 UFA,0
nan,16026,,1,2025 UFA,0
nan,12988,,1,2025 UFA,0
nan,10271,,1,2025 UFA,0
nan,15241,,1,2025 UFA,0
nan,15618,,1,2025 UFA,0
nan,16370,,1,2025 UFA,0
locked,17170,0.90,3,2025 UDFA,0
nan,16005,,1,2025 UFA,0
nan,14828,,1,2025 UFA,0
nan,15767,,1,2025 UFA,0
nan,16114,,1,2025 UFA,0
nan,13176,,1,2025 UFA,0
nan,15330,,1,2025 UFA,0
nan,16773,,1,2025 UFA,0
nan,16505,,1,2025 UFA,0
nan,13898,,1,2025 UFA,0
nan,15383,,1,2025 UFA,0
nan,9904,,1,2025 UFA,0
nan,17304,,1,2025 UFA,0
nan,12795,,1,2025 UFA,0
nan,17343,,1,2025 UFA,0
nan,11367,,1,2025 UFA,0
nan,16742,,1,2025 UFA,0
nan,16798,,1,2025 UFA,0
nan,14880,,1,2025 UFA,0
locked,16775,0.98,2,2024 5.09,0
nan,13301,,1,2025 UFA,0
nan,12720,,1,2025 UFA,0
nan,14939,,1,2025 UFA,0
nan,10948,,1,2025 UFA,0
nan,14807,,1,2025 UFA,0
nan,13619,,1,2025 UFA,0
nan,16316,,1,2025 UFA,0
nan,15924,,1,2025 UFA,0
nan,12239,,1,2025 UFA,0
locked,17183,0.90,3,2025 UDFA,0
nan,14503,,1,2025 UFA,0
nan,17248,,1,2025 UFA,0
nan,15527,,1,2025 UFA,0
nan,16863,,1,2025 UFA,0
nan,15929,,1,2025 UFA,0
nan,12776,,1,2025 UFA,0
nan,17316,,1,2025 UFA,0
nan,17274,,1,2025 UFA,0
nan,13232,,1,2025 UFA,0
nan,16674,,1,2025 UFA,0
nan,13250,,1,2025 UFA,0
nan,15535,,1,2025 UFA,0
nan,17310,,1,2025 UFA,0
nan,15727,,1,2025 UFA,0
locked,14143,1,2,2025 R/F,0
nan,16016,,1,2025 UFA,0
nan,15795,,1,2025 UFA,0
nan,17218,,1,2025 UFA,0
nan,13403,,1,2025 UFA,0
nan,13262,,1,2025 UFA,0
nan,17133,,1,2025 UFA,0
nan,17352,,1,2025 UFA,0
nan,15970,,1,2025 UFA,0
nan,17110,,1,2025 UFA,0
nan,14442,,1,2025 UFA,0
nan,16249,,1,2025 UFA,0
nan,17111,,1,2025 UFA,0
nan,16302,,1,2025 UFA,0
nan,14452,,1,2025 UFA,0
nan,16418,,1,2025 UFA,0
nan,11680,,1,2025 UFA,0
nan,17229,,1,2025 UFA,0
nan,17349,,1,2025 UFA,0
nan,13224,,1,2025 UFA,0
nan,16217,,1,2025 UFA,0
nan,16613,,1,2025 UFA,0
nan,13202,,1,2025 UFA,0
nan,12687,,1,2025 UFA,0
nan,16132,,1,2025 UFA,0
nan,15818,,1,2025 UFA,0
locked,16591,0.94,2,2024 UDFA,0
nan,13336,,1,2025 UFA,0
nan,16755,,1,2025 UFA,0
nan,16343,,1,2025 UFA,0
nan,15944,,1,2025 UFA,0
nan,13733,,1,2025 UFA,0
nan,16529,,1,2025 UFA,0
nan,16149,,1,2025 UFA,0
nan,15140,,1,2025 UFA,0
nan,8269,,1,2025 UFA,0
nan,13687,,1,2025 UFA,0
nan,17244,,1,2025 UFA,0
nan,14057,,1,2025 UFA,0
nan,15094,,1,2025 UFA,0
nan,16768,,1,2025 UFA,0
nan,17253,,1,2025 UFA,0
nan,14268,,1,2025 UFA,0
nan,14211,,1,2025 UFA,0
nan,15334,,1,2025 UFA,0
nan,17237,,1,2025 UFA,0
locked,17222,0.90,3,2025 UDFA,0
nan,15461,,1,2025 UFA,0
nan,15433,,1,2025 UFA,0
nan,12791,,1,2025 UFA,0
nan,15945,,1,2025 UFA,0
nan,16391,,1,2025 UFA,0
nan,15958,,1,2025 UFA,0
nan,16315,,1,2025 UFA,0
nan,14951,,1,2025 UFA,0
nan,13234,,1,2025 UFA,0
nan,13767,,1,2025 UFA,0
nan,16730,,1,2025 UFA,0
nan,13909,,1,2025 UFA,0
nan,16220,,1,2025 UFA,0
nan,15867,,1,2025 UFA,0
nan,12955,,1,2025 UFA,0
locked,14985,1,2,2025 R/F,0
locked,12141,1,2,2025 R/F,0
nan,17336,,1,2025 UFA,0
nan,15308,,1,2025 UFA,0
nan,16259,,1,2025 UFA,0
nan,13802,,1,2025 UFA,0
nan,11383,,1,2025 UFA,0
nan,15771,,1,2025 UFA,0
nan,16831,,1,2025 UFA,0
nan,17340,,1,2025 UFA,0
nan,16868,,1,2025 UFA,0
nan,17054,,1,2025 UFA,0
nan,16004,,1,2025 UFA,0
nan,12851,,1,2025 UFA,0
nan,17259,,1,2025 UFA,0
nan,11313,,1,2025 UFA,0
nan,15876,,1,2025 UFA,0
nan,16329,,1,2025 UFA,0
nan,15820,,1,2025 UFA,0
nan,16335,,1,2025 UFA,0
nan,15951,,1,2025 UFA,0
nan,11676,,1,2025 UFA,0
nan,14223,,1,2025 UFA,0
nan,16501,,1,2025 UFA,0
nan,17208,,1,2025 UFA,0
nan,13547,,1,2025 UFA,0
nan,13252,,1,2025 UFA,0
nan,16856,,1,2025 UFA,0
nan,16848,,1,2025 UFA,0
nan,16179,,1,2025 UFA,0
nan,12311,,1,2025 UFA,0
nan,16605,,1,2025 UFA,0
nan,15614,,1,2025 UFA,0
nan,16912,,1,2025 UFA,0
nan,16571,,1,2025 UFA,0
nan,17038,,1,2025 UFA,0
nan,15743,,1,2025 UFA,0
nan,16063,,1,2025 UFA,0
locked,15849,1,1,2025 UFA,0
nan,15993,,1,2025 UFA,0
nan,17356,,1,2025 UFA,0
locked,15473,1,2,2025 R/F,0
nan,16890,,1,2025 UFA,0
nan,16894,,1,2025 UFA,0
nan,15450,,1,2025 UFA,0
nan,16300,,1,2025 UFA,0
nan,16170,,1,2025 UFA,0
nan,13313,,1,2025 UFA,0
nan,15097,,1,2025 UFA,0
nan,13205,,1,2025 UFA,0
nan,11761,,1,2025 UFA,0
nan,15333,,1,2025 UFA,0
nan,16765,,1,2025 UFA,0
locked,16390,1.80,1,2025 UFA,0
nan,16535,,1,2025 UFA,0
nan,17225,,1,2025 UFA,0
nan,11017,,1,2025 UFA,0
nan,11947,,1,2025 UFA,0
nan,13222,,1,2025 UFA,0
nan,16769,,1,2025 UFA,0
nan,17339,,1,2025 UFA,0
locked,13143,1,1,2025 UFA,0
nan,15417,,1,2025 UFA,0
locked,15368,1,2,2025 R/F,0
nan,17197,,1,2025 UFA,0
nan,16751,,1,2025 UFA,0
nan,17334,,1,2025 UFA,0
locked,17238,0.93,4,2025 5.24,0
nan,15785,,1,2025 UFA,0
locked,16695,0.98,2,2024 5.16,0
nan,16438,,1,2025 UFA,0
nan,16463,,1,2025 UFA,0
nan,17227,,1,2025 UFA,0
nan,15759,,1,2025 UFA,0
nan,16843,,1,2025 UFA,0
locked,17239,0.90,3,2025 UDFA,0
nan,13639,,1,2025 UFA,0
locked,17240,0.90,3,2025 UDFA,0
nan,16687,,1,2025 UFA,0
nan,16958,,1,2025 UFA,0
nan,14280,,1,2025 UFA,0
nan,16296,,1,2025 UFA,0
nan,10267,,1,2025 UFA,0
nan,15252,,1,2025 UFA,0
nan,12716,,1,2025 UFA,0
nan,15326,,1,2025 UFA,0
nan,16585,,1,2025 UFA,0
nan,16606,,1,2025 UFA,0
nan,14846,,1,2025 UFA,0
nan,16424,,1,2025 UFA,0
nan,17264,,1,2025 UFA,0
locked,14067,1,2,2025 R/F,0
nan,16309,,1,2025 UFA,0
locked,15263,1,2,2025 R/F,0
nan,15909,,1,2025 UFA,0
locked,15402,1.80,1,2025 UFA,0
nan,15243,,1,2025 UFA,0
locked,17140,0.90,3,2025 UDFA,0
nan,14486,,1,2025 UFA,0
nan,16286,,1,2025 UFA,0
nan,16494,,1,2025 UFA,0
nan,12773,,1,2025 UFA,0
nan,13348,,1,2025 UFA,0
nan,17305,,1,2025 UFA,0
nan,15283,,1,2025 UFA,0
nan,15766,,1,2025 UFA,0
nan,13752,,1,2025 UFA,0
nan,16814,,1,2025 UFA,0
nan,13270,,1,2025 UFA,0
nan,14239,,1,2025 UFA,0
nan,14131,,1,2025 UFA,0
nan,17288,,1,2025 UFA,0
nan,16232,,1,2025 UFA,0
nan,15341,,1,2025 UFA,0
locked,17129,0.90,3,2025 UDFA,0
nan,13426,,1,2025 UFA,0
nan,9596,,1,2025 UFA,0
nan,16082,,1,2025 UFA,0
nan,13998,,1,2025 UFA,0
locked,14798,3.43,1,2024 ORFA2,0
nan,12447,,1,2025 UFA,0
nan,13330,,1,2025 UFA,0
nan,15476,,1,2025 UFA,0
nan,14181,,1,2025 UFA,0
locked,13968,1,1,2025 UFA,0
nan,17050,,1,2025 UFA,0
nan,15830,,1,2025 UFA,0
nan,13940,,1,2025 UFA,0
nan,16440,,1,2025 UFA,0
nan,16659,,1,2025 UFA,0
nan,17331,,1,2025 UFA,0
nan,14199,,1,2025 UFA,0
nan,11390,,1,2025 UFA,0
nan,15937,,1,2025 UFA,0
nan,14938,,1,2025 UFA,0
nan,15786,,1,2025 UFA,0
nan,16873,,1,2025 UFA,0
locked,17100,0.90,3,2025 UDFA,0
nan,12736,,1,2025 UFA,0
nan,14028,,1,2025 UFA,0
nan,13785,,1,2025 UFA,0
nan,14722,,1,2025 UFA,0
nan,12291,,1,2025 UFA,0
nan,15375,,1,2025 UFA,0
nan,16737,,1,2025 UFA,0
nan,17275,,1,2025 UFA,0
nan,12756,,1,2025 UFA,0
nan,16250,,1,2025 UFA,0
nan,13777,,1,2025 UFA,0
nan,16359,,1,2025 UFA,0
nan,13913,,1,2025 UFA,0
nan,15456,,1,2025 UFA,0
nan,16828,,1,2025 UFA,0
nan,13745,,1,2025 UFA,0
nan,17291,,1,2025 UFA,0
nan,16532,,1,2025 UFA,0
nan,17279,,1,2025 UFA,0
locked,12361,1,1,2025 UFA,0
nan,15414,,1,2025 UFA,0
nan,16159,,1,2025 UFA,0
nan,16443,,1,2025 UFA,0
nan,13365,,1,2025 UFA,0
nan,11840,,1,2025 UFA,0
nan,13929,,1,2025 UFA,0
nan,13939,,1,2025 UFA,0
nan,12691,,1,2025 UFA,0
nan,15521,,1,2025 UFA,0
nan,15898,,1,2025 UFA,0
nan,15916,,1,2025 UFA,0
nan,13148,,1,2025 UFA,0
nan,15453,,1,2025 UFA,0
nan,15807,,1,2025 UFA,0
nan,13685,,1,2025 UFA,0
nan,16077,,1,2025 UFA,0
nan,14902,,1,2025 UFA,0
nan,14929,,1,2025 UFA,0
nan,14873,,1,2025 UFA,0
nan,16750,,1,2025 UFA,0
locked,17150,0.94,4,2025 5.12,0
nan,16975,,1,2025 UFA,0
nan,13709,,1,2025 UFA,0
nan,14209,,1,2025 UFA,0
nan,14555,,1,2025 UFA,0
nan,16138,,1,2025 UFA,0
locked,14254,1.10,1,2024 R/F,0
nan,15382,,1,2025 UFA,0
locked,12782,7.62,2,2024 UFA,0
locked,16691,1.16,2,2024 3.15,0
nan,16436,,1,2025 UFA,0
nan,14245,,1,2025 UFA,0
nan,14977,,1,2025 UFA,0
nan,15902,,1,2025 UFA,0
nan,17215,,1,2025 UFA,0
nan,17278,,1,2025 UFA,0
nan,16372,,1,2025 UFA,0
nan,14414,,1,2025 UFA,0
nan,16849,,1,2025 UFA,0
nan,16880,,1,2025 UFA,0
nan,16763,,1,2025 UFA,0
nan,16199,,1,2025 UFA,0
nan,17313,,1,2025 UFA,0
nan,16237,,1,2025 UFA,0
nan,14341,,1,2025 UFA,0
nan,14871,,1,2025 UFA,0
nan,17065,,1,2025 UFA,0
nan,13488,,1,2025 UFA,0
nan,15855,,1,2025 UFA,0
nan,13377,,1,2025 UFA,0
nan,11225,,1,2025 UFA,0
nan,15260,,1,2025 UFA,0
nan,15369,,1,2025 UFA,0
nan,16832,,1,2025 UFA,0
nan,16897,,1,2025 UFA,0
nan,17236,,1,2025 UFA,0
nan,16901,,1,2025 UFA,0
locked,17219,0.94,4,2025 5.22,0
nan,11970,,1,2025 UFA,0
nan,13608,,1,2025 UFA,0
nan,14857,,1,2025 UFA,0
nan,13231,,1,2025 UFA,0
nan,14806,,1,2025 UFA,0
locked,13133,1,1,2025 R/F,0
nan,16196,,1,2025 UFA,0
locked,12238,1,1,2025 R/F,0
nan,10260,,1,2025 UFA,0
nan,13634,,1,2025 UFA,0
nan,16900,,1,2025 UFA,0
nan,16510,,1,2025 UFA,0
nan,15901,,1,2025 UFA,0
nan,16293,,1,2025 UFA,0
nan,14467,,1,2025 UFA,0
nan,14890,,1,2025 UFA,0
nan,12229,,1,2025 UFA,0
nan,17196,,1,2025 UFA,0
nan,16270,,1,2025 UFA,0
nan,12952,,1,2025 UFA,0
nan,15124,,1,2025 UFA,0
nan,13719,,1,2025 UFA,0
nan,12323,,1,2025 UFA,0
nan,14506,,1,2025 UFA,0
nan,16838,,1,2025 UFA,0
nan,16592,,1,2025 UFA,0
nan,17361,,1,2025 UFA,0
nan,17156,,1,2025 UFA,0
nan,13910,,1,2025 UFA,0
nan,15316,,1,2025 UFA,0
nan,17345,,1,2025 UFA,0
nan,17235,,1,2025 UFA,0
nan,11317,,1,2025 UFA,0
locked,8930,1,2,2025 R/F,0
locked,17101,0.90,3,2025 UDFA,0
nan,16588,,1,2025 UFA,0
nan,15650,,1,2025 UFA,0
nan,17321,,1,2025 UFA,0
nan,17360,,1,2025 UFA,0
nan,16739,,1,2025 UFA,0
nan,16380,,1,2025 UFA,0
nan,13863,,1,2025 UFA,0
nan,17293,,1,2025 UFA,0
nan,16728,,1,2025 UFA,0
nan,14848,,1,2025 UFA,0
nan,12309,,1,2025 UFA,0
nan,16015,,1,2025 UFA,0
nan,14958,,1,2025 UFA,0
nan,15905,,1,2025 UFA,0
nan,16701,,1,2025 UFA,0
nan,16332,,1,2025 UFA,0
nan,15998,,1,2025 UFA,0
nan,13066,,1,2025 UFA,0
nan,12802,,1,2025 UFA,0
nan,14839,,1,2025 UFA,0
nan,14434,,1,2025 UFA,0
locked,16927,1,1,2025 UFA,0
nan,16804,,1,2025 UFA,0
nan,17223,,1,2025 UFA,0
nan,16334,,1,2025 UFA,0
nan,17326,,1,2025 UFA,0
nan,16683,,1,2025 UFA,0
nan,16459,,1,2025 UFA,0
nan,13293,,1,2025 UFA,0
nan,16926,,1,2025 UFA,0
nan,16706,,1,2025 UFA,0
nan,16422,,1,2025 UFA,0
nan,14123,,1,2025 UFA,0
nan,17077,,1,2025 UFA,0
nan,14727,,1,2025 UFA,0
locked,13168,1.10,1,2024 R/F,0
nan,15538,,1,2025 UFA,0
nan,13455,,1,2025 UFA,0
nan,15054,,1,2025 UFA,0
nan,16623,,1,2025 UFA,0
nan,15399,,1,2025 UFA,0
nan,16720,,1,2025 UFA,0
nan,16933,,1,2025 UFA,0
nan,17322,,1,2025 UFA,0
nan,16869,,1,2025 UFA,0
nan,16454,,1,2025 UFA,0
locked,15697,1,2,2025 R/F,0
nan,15910,,1,2025 UFA,0
nan,13220,,1,2025 UFA,0
nan,16363,,1,2025 UFA,0
nan,17187,,1,2025 UFA,0
nan,16242,,1,2025 UFA,0
locked,15726,1,2,2025 R/F,0
nan,15089,,1,2025 UFA,0
nan,16347,,1,2025 UFA,0
locked,17204,0.90,3,2025 UDFA,0
nan,15920,,1,2025 UFA,0
nan,13434,,1,2025 UFA,0
nan,11678,,1,2025 UFA,0
nan,15622,,1,2025 UFA,0
nan,15907,,1,2025 UFA,0
nan,14813,,1,2025 UFA,0
nan,16310,,1,2025 UFA,0
nan,15421,,1,2025 UFA,0
nan,16748,,1,2025 UFA,0
nan,15936,,1,2025 UFA,0
nan,17251,,1,2025 UFA,0
nan,17189,,1,2025 UFA,0
nan,16298,,1,2025 UFA,0
nan,17176,,1,2025 UFA,0
nan,15420,,1,2025 UFA,0
locked,14997,1,1,2025 UFA,0
nan,15914,,1,2025 UFA,0
nan,17346,,1,2025 UFA,0
nan,16795,,1,2025 UFA,0
nan,16907,,1,2025 UFA,0
locked,16405,1,2,2025 R/F,0
nan,15684,,1,2025 UFA,0
nan,13155,,1,2025 UFA,0
nan,16008,,1,2025 UFA,0
nan,15763,,1,2025 UFA,0
nan,17041,,1,2025 UFA,0
nan,16308,,1,2025 UFA,0
nan,15796,,1,2025 UFA,0
nan,13595,,1,2025 UFA,0
nan,14834,,1,2025 UFA,0
nan,15413,,1,2025 UFA,0
nan,13124,,1,2025 UFA,0
nan,16307,,1,2025 UFA,0
nan,16496,,1,2025 UFA,0
nan,16094,,1,2025 UFA,0
locked,16292,1,2,2025 R/F,0
nan,14065,,1,2025 UFA,0
nan,15408,,1,2025 UFA,0
nan,14146,,1,2025 UFA,0
nan,15384,,1,2025 UFA,0
nan,13157,,1,2025 UFA,0
locked,17062,0.90,3,2025 UDFA,0
nan,17290,,1,2025 UFA,0
nan,13315,,1,2025 UFA,0
locked,14197,1,2,2025 R/F,0
nan,16045,,1,2025 UFA,0
nan,16600,,1,2025 UFA,0
nan,15296,,1,2025 UFA,0
nan,13814,,1,2025 UFA,0
nan,16317,,1,2025 UFA,0
nan,17302,,1,2025 UFA,0
nan,13791,,1,2025 UFA,0
nan,16205,,1,2025 UFA,0
nan,17337,,1,2025 UFA,0
nan,14258,,1,2025 UFA,0
nan,15257,,1,2025 UFA,0
nan,16461,,1,2025 UFA,0
nan,16238,,1,2025 UFA,0
nan,16932,,1,2025 UFA,0
nan,16451,,1,2025 UFA,0
nan,14228,,1,2025 UFA,0
nan,14278,,1,2025 UFA,0
nan,14838,,1,2025 UFA,0
locked,12658,1,1,2025 UFA,0
locked,13744,1.10,1,2024 R/F,0
nan,13893,,1,2025 UFA,0
nan,16210,,1,2025 UFA,0
nan,16896,,1,2025 UFA,0
nan,12381,,1,2025 UFA,0
nan,14110,,1,2025 UFA,0
nan,16355,,1,2025 UFA,0
nan,14887,,1,2025 UFA,0
nan,17312,,1,2025 UFA,0
nan,16745,,1,2025 UFA,0
nan,16483,,1,2025 UFA,0
nan,14613,,1,2025 UFA,0
nan,17318,,1,2025 UFA,0
locked,14080,1,1,2025 R/F,0
nan,16247,,1,2025 UFA,0
nan,17311,,1,2025 UFA,0
nan,15491,,1,2025 UFA,0
nan,15446,,1,2025 UFA,0
locked,14122,1.80,1,2025 UFA,0
nan,16682,,1,2025 UFA,0
nan,14600,,1,2025 UFA,0
nan,16607,,1,2025 UFA,0
nan,16113,,1,2025 UFA,0
nan,16686,,1,2025 UFA,0
nan,15828,,1,2025 UFA,0
nan,16243,,1,2025 UFA,0
nan,16321,,1,2025 UFA,0
nan,15411,,1,2025 UFA,0
nan,14141,,1,2025 UFA,0
locked,17168,0.90,3,2025 UDFA,0
