contractYear,salary,contractInfo,id,conference
1,,2025 UFA,15870,0
1,,2025 UFA,16854,0
1,,2025 UFA,17317,0
1,,2025 UFA,16806,0
1,,2025 UFA,14850,0
1,,2025 UFA,15568,0
1,,2025 UFA,17355,0
1,,2025 UFA,15723,0
1,,2025 UFA,13668,0
1,,2025 UFA,15984,0
1,,2025 UFA,16875,0
1,,2025 UFA,16492,0
1,,2025 UFA,15965,0
1,,2025 UFA,17372,0
1,,2025 UFA,15057,0
1,,2025 UFA,12930,0
1,,2025 UFA,15194,0
1,,2025 UFA,13610,0
1,,2025 UFA,15837,0
1,,2025 UFA,15364,0
1,,2025 UFA,17319,0
1,,2025 UFA,13322,0
1,,2025 UFA,15826,0
1,,2025 UFA,17381,0
1,,2025 UFA,17430,0
1,,2025 UFA,16325,0
1,,2025 UFA,14841,0
1,,2025 UFA,15878,0
1,,2025 UFA,16313,0
1,,2025 UFA,11706,0
1,,2025 UFA,16331,0
1,,2025 UFA,16072,0
1,,2025 UFA,16885,0
1,,2025 UFA,17378,0
1,,2025 UFA,16789,0
1,,2025 UFA,16810,0
1,,2025 UFA,14155,0
1,,2025 UFA,17410,0
1,,2025 UFA,14238,0
1,,2025 UFA,13675,0
1,,2025 UFA,12257,0
1,,2025 UFA,17328,0
1,,2025 UFA,15991,0
1,,2025 UFA,17284,0
1,,2025 UFA,17040,0
1,,2025 UFA,13128,0
1,,2025 UFA,13844,0
1,,2025 UFA,11674,0
1,,2025 UFA,16453,0
1,,2025 UFA,12175,0
1,,2025 UFA,17333,0
1,,2025 UFA,16636,0
1,,2025 UFA,15002,0
1,,2025 UFA,15772,0
1,,2025 UFA,14253,0
1,,2025 UFA,16455,0
1,,2025 UFA,13862,0
1,,2025 UFA,17246,0
1,,2025 UFA,16395,0
1,,2025 UFA,17380,0
1,,2025 UFA,12184,0
1,,2025 UFA,16771,0
1,,2025 UFA,16796,0
1,,2025 UFA,16157,0
1,,2025 UFA,13216,0
1,,2025 UFA,16998,0
1,,2025 UFA,14815,0
1,,2025 UFA,14978,0
1,,2025 UFA,12276,0
1,,2025 UFA,15321,0
1,,2025 UFA,13688,0
1,,2025 UFA,15891,0
1,,2025 UFA,14883,0
1,,2025 UFA,15343,0
1,,2025 UFA,14911,0
1,,2025 UFA,17320,0
1,,2025 UFA,16299,0
1,,2025 UFA,14845,0
1,,2025 UFA,16783,0
1,,2025 UFA,14037,0
1,,2025 UFA,15373,0
1,,2025 UFA,17309,0
1,,2025 UFA,16877,0
1,,2025 UFA,15931,0
1,,2025 UFA,14987,0
1,,2025 UFA,15738,0
1,,2025 UFA,13479,0
1,,2025 UFA,14898,0
1,,2025 UFA,14996,0
1,,2025 UFA,15746,0
1,,2025 UFA,12771,0
1,,2025 UFA,16441,0
1,,2025 UFA,14876,0
1,,2025 UFA,17294,0
1,,2025 UFA,16484,0
1,,2025 UFA,16439,0
1,,2025 UFA,16756,0
1,,2025 UFA,13927,0
1,,2025 UFA,13782,0
1,,2025 UFA,17262,0
1,,2025 UFA,12349,0
1,,2025 UFA,14903,0
1,,2025 UFA,14805,0
1,,2025 UFA,15468,0
1,,2025 UFA,17281,0
1,,2025 UFA,13763,0
1,,2025 UFA,12842,0
1,,2025 UFA,13119,0
1,,2025 UFA,17265,0
1,,2025 UFA,12188,0
1,,2025 UFA,15129,0
1,,2025 UFA,16409,0
1,,2025 UFA,15755,0
1,,2025 UFA,16354,0
1,,2025 UFA,12623,0
1,,2025 UFA,16429,0
1,,2025 UFA,16374,0
1,,2025 UFA,16889,0
1,,2025 UFA,15797,0
1,,2025 UFA,14315,0
1,,2025 UFA,12234,0
1,,2025 UFA,15888,0
1,,2025 UFA,16520,0
1,,2025 UFA,16218,0
1,,2025 UFA,14847,0
1,,2025 UFA,13988,0
1,,2025 UFA,14953,0
1,,2025 UFA,13294,0
1,,2025 UFA,15464,0
1,,2025 UFA,13726,0
1,,2025 UFA,17422,0
1,,2025 UFA,13716,0
1,,2025 UFA,17057,0
1,,2025 UFA,13850,0
1,,2025 UFA,17390,0
1,,2025 UFA,12219,0
1,,2025 UFA,14222,0
1,,2025 UFA,14803,0
1,,2025 UFA,14401,0
1,,2025 UFA,15250,0
1,,2025 UFA,16666,0
1,,2025 UFA,14670,0
1,,2025 UFA,15847,0
1,,2025 UFA,12625,0
1,,2025 UFA,14934,0
1,,2025 UFA,15681,0
1,,2025 UFA,15862,0
1,,2025 UFA,17067,0
1,,2025 UFA,15813,0
1,,2025 UFA,14270,0
1,,2025 UFA,15302,0
1,,2025 UFA,16595,0
1,,2025 UFA,15880,0
1,,2025 UFA,15275,0
1,,2025 UFA,14808,0
1,,2025 UFA,16351,0
1,,2025 UFA,17109,0
1,,2025 UFA,13699,0
1,,2025 UFA,16163,0
1,,2025 UFA,13236,0
1,,2025 UFA,15780,0
1,,2025 UFA,16986,0
1,,2025 UFA,15360,0
1,,2025 UFA,17191,0
1,,2025 UFA,15335,0
1,,2025 UFA,15883,0
1,,2025 UFA,13798,0
1,,2025 UFA,15303,0
1,,2025 UFA,15270,0
1,,2025 UFA,17243,0
1,,2025 UFA,15431,0
1,,2025 UFA,16515,0
1,,2025 UFA,13919,0
1,,2025 UFA,16557,0
1,,2025 UFA,15925,0
1,,2025 UFA,15407,0
1,,2025 UFA,15117,0
1,,2025 UFA,17090,0
1,,2025 UFA,17314,0
1,,2025 UFA,16064,0
1,,2025 UFA,13778,0
1,,2025 UFA,12734,0
1,,2025 UFA,16669,0
1,,2025 UFA,15942,0
1,,2025 UFA,14012,0
1,,2025 UFA,16379,0
1,,2025 UFA,13134,0
1,,2025 UFA,15437,0
1,,2025 UFA,15070,0
1,,2025 UFA,16260,0
1,,2025 UFA,14946,0
1,,2025 UFA,13129,0
1,,2025 UFA,13085,0
1,,2025 UFA,16030,0
1,,2025 UFA,15148,0
1,,2025 UFA,13770,0
1,,2025 UFA,15244,0
1,,2025 UFA,17210,0
1,,2025 UFA,13617,0
1,,2025 UFA,14781,0
1,,2025 UFA,14991,0
1,,2025 UFA,12714,0
1,,2025 UFA,14904,0
1,,2025 UFA,16892,0
1,,2025 UFA,13809,0
1,,2025 UFA,16884,0
1,,2025 UFA,14237,0
1,,2025 UFA,14901,0
1,,2025 UFA,13646,0
1,,2025 UFA,9694,0
1,,2025 UFA,16841,0
1,,2025 UFA,16144,0
1,,2025 UFA,14081,0
1,,2025 UFA,14244,0
1,,2025 UFA,14926,0
1,,2025 UFA,16925,0
1,,2025 UFA,17300,0
1,,2025 UFA,11265,0
1,,2025 UFA,16009,0
1,,2025 UFA,14852,0
1,,2025 UFA,14495,0
1,,2025 UFA,14737,0
1,,2025 UFA,15141,0
1,,2025 UFA,15957,0
1,,2025 UFA,14489,0
1,,2025 UFA,15103,0
1,,2025 UFA,15499,0
1,,2025 UFA,10789,0
1,,2025 UFA,11010,0
1,,2025 UFA,14962,0
1,,2025 UFA,16416,0
1,,2025 UFA,14652,0
1,,2025 UFA,13317,0
1,,2025 UFA,12271,0
1,,2025 UFA,15397,0
1,,2025 UFA,15935,0
1,,2025 UFA,17384,0
1,,2025 UFA,15730,0
1,,2025 UFA,12978,0
1,,2025 UFA,11239,0
1,,2025 UFA,15852,0
1,,2025 UFA,12151,0
1,,2025 UFA,16599,0
1,,2025 UFA,12751,0
1,,2025 UFA,16732,0
1,,2025 UFA,9826,0
1,,2025 UFA,16373,0
1,,2025 UFA,15429,0
1,,2025 UFA,16979,0
1,,2025 UFA,15419,0
1,,2025 UFA,15381,0
1,,2025 UFA,15782,0
1,,2025 UFA,16173,0
1,,2025 UFA,13942,0
1,,2025 UFA,15229,0
1,,2025 UFA,16349,0
1,,2025 UFA,16922,0
1,,2025 UFA,17351,0
1,,2025 UFA,17417,0
1,,2025 UFA,16956,0
1,,2025 UFA,14062,0
1,,2025 UFA,16833,0
1,,2025 UFA,13273,0
1,,2025 UFA,17298,0
1,,2025 UFA,14878,0
1,,2025 UFA,12828,0
1,,2025 UFA,16444,0
1,,2025 UFA,16688,0
1,,2025 UFA,10457,0
1,,2025 UFA,14337,0
1,,2025 UFA,13430,0
1,,2025 UFA,16776,0
1,,2025 UFA,16156,0
1,,2025 UFA,16531,0
1,,2025 UFA,16025,0
1,,2025 UFA,16874,0
1,,2025 UFA,16661,0
1,,2025 UFA,14964,0
1,,2025 UFA,15406,0
1,,2025 UFA,16154,0
1,,2025 UFA,15547,0
1,,2025 UFA,16340,0
1,,2025 UFA,12923,0
1,,2025 UFA,12976,0
1,,2025 UFA,14930,0
1,,2025 UFA,17245,0
1,,2025 UFA,17199,0
1,,2025 UFA,14837,0
1,,2025 UFA,15469,0
1,,2025 UFA,16744,0
1,,2025 UFA,16318,0
1,,2025 UFA,17211,0
1,,2025 UFA,13683,0
1,,2025 UFA,11281,0
1,,2025 UFA,16019,0
1,,2025 UFA,16784,0
1,,2025 UFA,14113,0
1,,2025 UFA,15943,0
1,,2025 UFA,16928,0
1,,2025 UFA,16800,0
1,,2025 UFA,13204,0
1,,2025 UFA,15823,0
1,,2025 UFA,14543,0
1,,2025 UFA,14716,0
1,,2025 UFA,15719,0
1,,2025 UFA,14213,0
1,,2025 UFA,14891,0
1,,2025 UFA,13715,0
1,,2025 UFA,16731,0
1,,2025 UFA,16587,0
1,,2025 UFA,14558,0
1,,2025 UFA,15720,0
1,,2025 UFA,17226,0
1,,2025 UFA,14821,0
1,,2025 UFA,16043,0
1,,2025 UFA,17213,0
1,,2025 UFA,16341,0
1,,2025 UFA,16886,0
1,,2025 UFA,16326,0
1,,2025 UFA,13771,0
1,,2025 UFA,16413,0
1,,2025 UFA,16458,0
1,,2025 UFA,12476,0
1,,2025 UFA,10945,0
1,,2025 UFA,16352,0
1,,2025 UFA,17190,0
1,,2025 UFA,16000,0
1,,2025 UFA,14905,0
1,,2025 UFA,14087,0
1,,2025 UFA,17283,0
1,,2025 UFA,16306,0
1,,2025 UFA,15271,0
1,,2025 UFA,13914,0
1,,2025 UFA,16058,0
1,,2025 UFA,15564,0
1,,2025 UFA,12481,0
1,,2025 UFA,15800,0
1,,2025 UFA,17000,0
1,,2025 UFA,15956,0
1,,2025 UFA,12287,0
1,,2025 UFA,16333,0
1,,2025 UFA,17286,0
1,,2025 UFA,16761,0
1,,2025 UFA,16425,0
1,,2025 UFA,14086,0
1,,2025 UFA,13424,0
1,,2025 UFA,12589,0
1,,2025 UFA,13414,0
1,,2025 UFA,13622,0
1,,2025 UFA,16007,0
1,,2025 UFA,15441,0
1,,2025 UFA,13963,0
1,,2025 UFA,15565,0
1,,2025 UFA,16608,0
1,,2025 UFA,14260,0
1,,2025 UFA,17301,0
1,,2025 UFA,16807,0
1,,2025 UFA,14266,0
1,,2025 UFA,14944,0
1,,2025 UFA,13755,0
1,,2025 UFA,14083,0
1,,2025 UFA,16151,0
1,,2025 UFA,13228,0
1,,2025 UFA,12677,0
1,,2025 UFA,11387,0
1,,2025 UFA,16710,0
1,,2025 UFA,16290,0
1,,2025 UFA,15983,0
1,,2025 UFA,15928,0
1,,2025 UFA,12742,0
1,,2025 UFA,16311,0
1,,2025 UFA,15693,0
1,,2025 UFA,13684,0
1,,2025 UFA,14966,0
1,,2025 UFA,17095,0
1,,2025 UFA,14370,0
1,,2025 UFA,9853,0
1,,2025 UFA,13731,0
1,,2025 UFA,16180,0
1,,2025 UFA,16017,0
1,,2025 UFA,14118,0
1,,2025 UFA,17350,0
1,,2025 UFA,13680,0
1,,2025 UFA,13691,0
1,,2025 UFA,16201,0
1,,2025 UFA,16183,0
1,,2025 UFA,11382,0
1,,2025 UFA,17188,0
1,,2025 UFA,14919,0
1,,2025 UFA,16285,0
1,,2025 UFA,16485,0
1,,2025 UFA,17423,0
1,,2025 UFA,14420,0
1,,2025 UFA,16059,0
1,,2025 UFA,15734,0
1,,2025 UFA,17193,0
1,,2025 UFA,14551,0
1,,2025 UFA,14121,0
1,,2025 UFA,16366,0
1,,2025 UFA,17287,0
1,,2025 UFA,16457,0
1,,2025 UFA,16740,0
1,,2025 UFA,17194,0
1,,2025 UFA,17289,0
1,,2025 UFA,15899,0
1,,2025 UFA,15016,0
1,,2025 UFA,17249,0
1,,2025 UFA,15277,0
1,,2025 UFA,13738,0
1,,2025 UFA,15811,0
1,,2025 UFA,13229,0
1,,2025 UFA,17297,0
1,,2025 UFA,17329,0
1,,2025 UFA,16964,0
1,,2025 UFA,16758,0
1,,2025 UFA,15918,0
1,,2025 UFA,9861,0
1,,2025 UFA,16456,0
1,,2025 UFA,17398,0
1,,2025 UFA,17117,0
1,,2025 UFA,17342,0
1,,2025 UFA,16715,0
1,,2025 UFA,17341,0
1,,2025 UFA,16533,0
1,,2025 UFA,15921,0
1,,2025 UFA,14859,0
1,,2025 UFA,14060,0
1,,2025 UFA,16815,0
1,,2025 UFA,16764,0
1,,2025 UFA,16431,0
1,,2025 UFA,16198,0
1,,2025 UFA,16780,0
1,,2025 UFA,15451,0
1,,2025 UFA,15262,0
1,,2025 UFA,16721,0
1,,2025 UFA,12796,0
1,,2025 UFA,14858,0
1,,2025 UFA,16919,0
1,,2025 UFA,11286,0
1,,2025 UFA,17373,0
1,,2025 UFA,13288,0
1,,2025 UFA,14894,0
1,,2025 UFA,13702,0
1,,2025 UFA,15989,0
1,,2025 UFA,17272,0
1,,2025 UFA,16362,0
1,,2025 UFA,12700,0
1,,2025 UFA,17433,0
1,,2025 UFA,15987,0
1,,2025 UFA,15424,0
1,,2025 UFA,15586,0
1,,2025 UFA,16777,0
1,,2025 UFA,14853,0
1,,2025 UFA,16801,0
1,,2025 UFA,14331,0
1,,2025 UFA,16277,0
1,,2025 UFA,16376,0
1,,2025 UFA,16609,0
1,,2025 UFA,14208,0
1,,2025 UFA,16861,0
1,,2025 UFA,17344,0
1,,2025 UFA,15897,0
1,,2025 UFA,17315,0
1,,2025 UFA,14359,0
1,,2025 UFA,14924,0
1,,2025 UFA,15783,0
1,,2025 UFA,13274,0
1,,2025 UFA,9207,0
1,,2025 UFA,16883,0
1,,2025 UFA,14205,0
1,,2025 UFA,17266,0
1,,2025 UFA,15959,0
1,,2025 UFA,15481,0
1,,2025 UFA,16175,0
1,,2025 UFA,13764,0
1,,2025 UFA,14864,0
1,,2025 UFA,16837,0
1,,2025 UFA,13848,0
1,,2025 UFA,16055,0
1,,2025 UFA,16357,0
1,,2025 UFA,15165,0
1,,2025 UFA,16476,0
1,,2025 UFA,17383,0
1,,2025 UFA,16203,0
1,,2025 UFA,13332,0
1,,2025 UFA,11793,0
1,,2025 UFA,12745,0
1,,2025 UFA,16709,0
1,,2025 UFA,15881,0
1,,2025 UFA,17416,0
1,,2025 UFA,16714,0
1,,2025 UFA,16026,0
1,,2025 UFA,16350,0
1,,2025 UFA,12988,0
1,,2025 UFA,10271,0
1,,2025 UFA,13748,0
1,,2025 UFA,15618,0
1,,2025 UFA,16370,0
1,,2025 UFA,15398,0
1,,2025 UFA,17170,0
1,,2025 UFA,16005,0
1,,2025 UFA,14828,0
1,,2025 UFA,17016,0
1,,2025 UFA,15767,0
1,,2025 UFA,16114,0
1,,2025 UFA,13176,0
1,,2025 UFA,15330,0
1,,2025 UFA,16505,0
1,,2025 UFA,13898,0
1,,2025 UFA,15383,0
1,,2025 UFA,9904,0
1,,2025 UFA,17304,0
1,,2025 UFA,12795,0
1,,2025 UFA,17343,0
1,,2025 UFA,11367,0
1,,2025 UFA,17415,0
1,,2025 UFA,16135,0
1,,2025 UFA,17414,0
1,,2025 UFA,16742,0
1,,2025 UFA,15612,0
1,,2025 UFA,16798,0
1,,2025 UFA,14880,0
1,,2025 UFA,16775,0
1,,2025 UFA,13301,0
1,,2025 UFA,12720,0
1,,2025 UFA,14939,0
1,,2025 UFA,10948,0
1,,2025 UFA,14807,0
1,,2025 UFA,13619,0
1,,2025 UFA,15924,0
1,,2025 UFA,12239,0
1,,2025 UFA,17183,0
1,,2025 UFA,14503,0
1,,2025 UFA,17248,0
1,,2025 UFA,13682,0
1,,2025 UFA,15527,0
1,,2025 UFA,17371,0
1,,2025 UFA,16863,0
1,,2025 UFA,15929,0
1,,2025 UFA,12776,0
1,,2025 UFA,17316,0
1,,2025 UFA,17274,0
1,,2025 UFA,13232,0
1,,2025 UFA,16674,0
1,,2025 UFA,13250,0
1,,2025 UFA,17230,0
1,,2025 UFA,15535,0
1,,2025 UFA,17310,0
1,,2025 UFA,16699,0
1,,2025 UFA,17376,0
1,,2025 UFA,14143,0
1,,2025 UFA,16016,0
1,,2025 UFA,15795,0
1,,2025 UFA,17218,0
1,,2025 UFA,13403,0
1,,2025 UFA,15395,0
1,,2025 UFA,13262,0
1,,2025 UFA,17133,0
1,,2025 UFA,17352,0
1,,2025 UFA,15970,0
1,,2025 UFA,17110,0
1,,2025 UFA,14442,0
1,,2025 UFA,16249,0
1,,2025 UFA,17111,0
1,,2025 UFA,16302,0
1,,2025 UFA,14452,0
1,,2025 UFA,15240,0
1,,2025 UFA,16418,0
1,,2025 UFA,11680,0
1,,2025 UFA,17349,0
1,,2025 UFA,13224,0
1,,2025 UFA,16217,0
1,,2025 UFA,17419,0
1,,2025 UFA,16613,0
1,,2025 UFA,13202,0
1,,2025 UFA,12687,0
1,,2025 UFA,16132,0
1,,2025 UFA,15818,0
1,,2025 UFA,16591,0
1,,2025 UFA,13336,0
1,,2025 UFA,16755,0
1,,2025 UFA,16343,0
1,,2025 UFA,15944,0
1,,2025 UFA,13733,0
1,,2025 UFA,16529,0
1,,2025 UFA,16149,0
1,,2025 UFA,15140,0
1,,2025 UFA,8269,0
1,,2025 UFA,13687,0
1,,2025 UFA,17244,0
1,,2025 UFA,14057,0
1,,2025 UFA,15094,0
1,,2025 UFA,16768,0
1,,2025 UFA,17253,0
1,,2025 UFA,16513,0
1,,2025 UFA,14268,0
1,,2025 UFA,14211,0
1,,2025 UFA,15334,0
1,,2025 UFA,17237,0
1,,2025 UFA,15461,0
1,,2025 UFA,15433,0
1,,2025 UFA,17255,0
1,,2025 UFA,17394,0
1,,2025 UFA,12791,0
1,,2025 UFA,15945,0
1,,2025 UFA,16391,0
1,,2025 UFA,15958,0
1,,2025 UFA,16315,0
1,,2025 UFA,12956,0
1,,2025 UFA,14951,0
1,,2025 UFA,13234,0
1,,2025 UFA,13767,0
1,,2025 UFA,15853,0
1,,2025 UFA,16730,0
1,,2025 UFA,17426,0
1,,2025 UFA,13909,0
1,,2025 UFA,16220,0
1,,2025 UFA,15867,0
1,,2025 UFA,12955,0
1,,2025 UFA,16275,0
1,,2025 UFA,17336,0
1,,2025 UFA,17200,0
1,,2025 UFA,15308,0
1,,2025 UFA,16259,0
1,,2025 UFA,17421,0
1,,2025 UFA,11383,0
1,,2025 UFA,15771,0
1,,2025 UFA,16831,0
1,,2025 UFA,17340,0
1,,2025 UFA,16868,0
1,,2025 UFA,17054,0
1,,2025 UFA,17379,0
1,,2025 UFA,16004,0
1,,2025 UFA,12851,0
1,,2025 UFA,17259,0
1,,2025 UFA,11313,0
1,,2025 UFA,15876,0
1,,2025 UFA,16329,0
1,,2025 UFA,15820,0
1,,2025 UFA,16335,0
1,,2025 UFA,15951,0
1,,2025 UFA,11676,0
1,,2025 UFA,14223,0
1,,2025 UFA,16501,0
1,,2025 UFA,17208,0
1,,2025 UFA,13547,0
1,,2025 UFA,17367,0
1,,2025 UFA,13252,0
1,,2025 UFA,16856,0
1,,2025 UFA,16848,0
1,,2025 UFA,16179,0
1,,2025 UFA,12311,0
1,,2025 UFA,16605,0
1,,2025 UFA,15614,0
1,,2025 UFA,13641,0
1,,2025 UFA,16912,0
1,,2025 UFA,16571,0
1,,2025 UFA,17038,0
1,,2025 UFA,15743,0
1,,2025 UFA,16063,0
1,,2025 UFA,15849,0
1,,2025 UFA,15993,0
1,,2025 UFA,17356,0
1,,2025 UFA,16890,0
1,,2025 UFA,16894,0
1,,2025 UFA,15450,0
1,,2025 UFA,16170,0
1,,2025 UFA,13313,0
1,,2025 UFA,15097,0
1,,2025 UFA,13205,0
1,,2025 UFA,11761,0
1,,2025 UFA,15333,0
1,,2025 UFA,16765,0
1,,2025 UFA,16390,0
1,,2025 UFA,16535,0
1,,2025 UFA,17225,0
1,,2025 UFA,11017,0
1,,2025 UFA,11947,0
1,,2025 UFA,13222,0
1,,2025 UFA,17365,0
1,,2025 UFA,16769,0
1,,2025 UFA,13143,0
1,,2025 UFA,15417,0
1,,2025 UFA,17197,0
1,,2025 UFA,16751,0
1,,2025 UFA,17233,0
1,,2025 UFA,17334,0
1,,2025 UFA,15363,0
1,,2025 UFA,17238,0
1,,2025 UFA,15785,0
1,,2025 UFA,16695,0
1,,2025 UFA,16438,0
1,,2025 UFA,16463,0
1,,2025 UFA,17227,0
1,,2025 UFA,13307,0
1,,2025 UFA,13639,0
1,,2025 UFA,17240,0
1,,2025 UFA,16687,0
1,,2025 UFA,16958,0
1,,2025 UFA,14280,0
1,,2025 UFA,16296,0
1,,2025 UFA,10267,0
1,,2025 UFA,15252,0
1,,2025 UFA,12716,0
1,,2025 UFA,17195,0
1,,2025 UFA,15326,0
1,,2025 UFA,16585,0
1,,2025 UFA,16606,0
1,,2025 UFA,14846,0
1,,2025 UFA,16424,0
1,,2025 UFA,16197,0
1,,2025 UFA,17264,0
1,,2025 UFA,14067,0
1,,2025 UFA,16309,0
1,,2025 UFA,15263,0
1,,2025 UFA,15909,0
1,,2025 UFA,17375,0
1,,2025 UFA,15243,0
