id,salary,contractYear,contractInfo,conference,status
17335,,1,2025 UFA,0,nan
12738,,1,2025 UFA,0,nan
16632,,1,2025 UFA,0,nan
12325,,1,2025 UFA,0,nan
12783,,1,2025 UFA,0,nan
16982,,1,2025 UFA,0,nan
15908,,1,2025 UFA,0,nan
15874,,1,2025 UFA,0,nan
16790,,1,2025 UFA,0,nan
15041,,1,2025 UFA,0,nan
15804,,1,2025 UFA,0,nan
17165,1,1,2025 UFA,0,locked
15034,,1,2025 UFA,0,nan
15887,,1,2025 UFA,0,nan
17418,,1,2025 UFA,0,nan
15930,,1,2025 UFA,0,nan
17325,,1,2025 UFA,0,nan
12779,,1,2025 UFA,0,nan
15595,,1,2025 UFA,0,nan
14112,,1,2025 UFA,0,nan
16738,1.10,1,2025 ERFA,0,locked
16339,,1,2025 UFA,0,nan
13718,,1,2025 UFA,0,nan
11644,,1,2025 UFA,0,nan
16753,,1,2025 UFA,0,nan
16229,,1,2025 UFA,0,nan
12394,,1,2025 UFA,0,nan
16713,,1,2025 UFA,0,nan
13703,,1,2025 UFA,0,nan
15258,,1,2025 UFA,0,nan
15432,,1,2025 UFA,0,nan
15870,,1,2025 UFA,0,nan
16854,,1,2025 UFA,0,nan
17317,,1,2025 UFA,0,nan
16806,,1,2025 UFA,0,nan
14850,,1,2025 UFA,0,nan
15568,,1,2025 UFA,0,nan
17355,,1,2025 UFA,0,nan
15723,,1,2025 UFA,0,nan
13668,,1,2025 UFA,0,nan
15984,,1,2025 UFA,0,nan
16875,,1,2025 UFA,0,nan
16492,,1,2025 UFA,0,nan
15965,,1,2025 UFA,0,nan
17372,,1,2025 UFA,0,nan
15057,,1,2025 UFA,0,nan
17269,,1,2025 UFA,0,nan
12930,,1,2025 UFA,0,nan
15194,,1,2025 UFA,0,nan
15837,,1,2025 UFA,0,nan
15364,,1,2025 UFA,0,nan
17319,,1,2025 UFA,0,nan
13322,,1,2025 UFA,0,nan
15826,,1,2025 UFA,0,nan
17381,,1,2025 UFA,0,nan
16325,,1,2025 UFA,0,nan
14841,,1,2025 UFA,0,nan
15878,,1,2025 UFA,0,nan
16313,,1,2025 UFA,0,nan
11706,,1,2025 UFA,0,nan
16331,,1,2025 UFA,0,nan
16072,,1,2025 UFA,0,nan
16885,,1,2025 UFA,0,nan
17378,,1,2025 UFA,0,nan
16789,,1,2025 UFA,0,nan
16810,,1,2025 UFA,0,nan
14155,,1,2025 UFA,0,nan
12754,,1,2025 UFA,0,nan
17410,,1,2025 UFA,0,nan
14238,,1,2025 UFA,0,nan
13675,,1,2025 UFA,0,nan
12257,,1,2025 UFA,0,nan
17328,,1,2025 UFA,0,nan
15991,,1,2025 UFA,0,nan
17284,,1,2025 UFA,0,nan
17040,,1,2025 UFA,0,nan
13128,,1,2025 UFA,0,nan
13844,,1,2025 UFA,0,nan
11674,,1,2025 UFA,0,nan
16453,,1,2025 UFA,0,nan
12175,,1,2025 UFA,0,nan
17333,,1,2025 UFA,0,nan
16636,,1,2025 UFA,0,nan
15002,,1,2025 UFA,0,nan
15772,,1,2025 UFA,0,nan
14253,,1,2025 UFA,0,nan
16455,,1,2025 UFA,0,nan
13862,,1,2025 UFA,0,nan
17246,,1,2025 UFA,0,nan
16395,,1,2025 UFA,0,nan
17380,,1,2025 UFA,0,nan
12184,,1,2025 UFA,0,nan
16771,,1,2025 UFA,0,nan
16796,,1,2025 UFA,0,nan
16157,,1,2025 UFA,0,nan
13216,,1,2025 UFA,0,nan
16998,,1,2025 UFA,0,nan
14815,,1,2025 UFA,0,nan
14978,,1,2025 UFA,0,nan
12276,,1,2025 UFA,0,nan
15321,,1,2025 UFA,0,nan
13688,,1,2025 UFA,0,nan
15891,,1,2025 UFA,0,nan
15343,,1,2025 UFA,0,nan
14911,,1,2025 UFA,0,nan
17320,,1,2025 UFA,0,nan
16299,,1,2025 UFA,0,nan
14845,,1,2025 UFA,0,nan
14037,,1,2025 UFA,0,nan
15373,,1,2025 UFA,0,nan
17309,,1,2025 UFA,0,nan
16877,,1,2025 UFA,0,nan
15931,,1,2025 UFA,0,nan
14987,,1,2025 UFA,0,nan
15738,,1,2025 UFA,0,nan
13479,,1,2025 UFA,0,nan
14898,,1,2025 UFA,0,nan
14996,,1,2025 UFA,0,nan
15746,,1,2025 UFA,0,nan
12771,,1,2025 UFA,0,nan
16441,,1,2025 UFA,0,nan
14876,,1,2025 UFA,0,nan
17294,,1,2025 UFA,0,nan
16484,,1,2025 UFA,0,nan
16439,,1,2025 UFA,0,nan
16756,,1,2025 UFA,0,nan
13927,,1,2025 UFA,0,nan
17262,,1,2025 UFA,0,nan
12349,,1,2025 UFA,0,nan
14805,,1,2025 UFA,0,nan
15468,,1,2025 UFA,0,nan
17281,,1,2025 UFA,0,nan
13763,,1,2025 UFA,0,nan
12842,,1,2025 UFA,0,nan
13119,,1,2025 UFA,0,nan
17265,,1,2025 UFA,0,nan
12188,,1,2025 UFA,0,nan
15129,,1,2025 UFA,0,nan
16409,,1,2025 UFA,0,nan
15755,,1,2025 UFA,0,nan
16354,,1,2025 UFA,0,nan
12623,,1,2025 UFA,0,nan
16429,,1,2025 UFA,0,nan
16374,,1,2025 UFA,0,nan
16889,,1,2025 UFA,0,nan
15797,,1,2025 UFA,0,nan
14315,,1,2025 UFA,0,nan
12234,,1,2025 UFA,0,nan
16520,,1,2025 UFA,0,nan
16218,,1,2025 UFA,0,nan
14847,,1,2025 UFA,0,nan
13988,,1,2025 UFA,0,nan
14953,,1,2025 UFA,0,nan
13294,,1,2025 UFA,0,nan
15464,,1,2025 UFA,0,nan
13726,,1,2025 UFA,0,nan
17422,,1,2025 UFA,0,nan
13716,,1,2025 UFA,0,nan
17057,,1,2025 UFA,0,nan
13850,,1,2025 UFA,0,nan
17390,,1,2025 UFA,0,nan
12219,,1,2025 UFA,0,nan
14222,,1,2025 UFA,0,nan
14803,,1,2025 UFA,0,nan
14401,,1,2025 UFA,0,nan
15250,,1,2025 UFA,0,nan
16666,,1,2025 UFA,0,nan
13404,,1,2025 UFA,0,nan
14670,,1,2025 UFA,0,nan
15847,,1,2025 UFA,0,nan
12625,,1,2025 UFA,0,nan
14934,,1,2025 UFA,0,nan
15681,,1,2025 UFA,0,nan
15862,,1,2025 UFA,0,nan
17067,,1,2025 UFA,0,nan
15813,,1,2025 UFA,0,nan
14270,,1,2025 UFA,0,nan
15302,,1,2025 UFA,0,nan
16595,,1,2025 UFA,0,nan
15880,,1,2025 UFA,0,nan
15275,,1,2025 UFA,0,nan
14808,,1,2025 UFA,0,nan
16351,,1,2025 UFA,0,nan
17109,,1,2025 UFA,0,nan
13699,,1,2025 UFA,0,nan
16163,,1,2025 UFA,0,nan
13236,,1,2025 UFA,0,nan
17034,,1,2025 UFA,0,nan
15780,,1,2025 UFA,0,nan
16986,,1,2025 UFA,0,nan
15360,,1,2025 UFA,0,nan
17191,,1,2025 UFA,0,nan
15335,,1,2025 UFA,0,nan
15883,,1,2025 UFA,0,nan
13798,,1,2025 UFA,0,nan
15303,,1,2025 UFA,0,nan
15270,,1,2025 UFA,0,nan
17243,,1,2025 UFA,0,nan
15431,,1,2025 UFA,0,nan
16515,,1,2025 UFA,0,nan
13919,,1,2025 UFA,0,nan
16557,,1,2025 UFA,0,nan
15925,,1,2025 UFA,0,nan
17277,,1,2025 UFA,0,nan
15407,,1,2025 UFA,0,nan
15117,,1,2025 UFA,0,nan
17090,,1,2025 UFA,0,nan
17314,,1,2025 UFA,0,nan
16778,,1,2025 UFA,0,nan
16064,,1,2025 UFA,0,nan
13778,,1,2025 UFA,0,nan
16669,,1,2025 UFA,0,nan
15942,,1,2025 UFA,0,nan
14012,,1,2025 UFA,0,nan
16379,,1,2025 UFA,0,nan
13134,,1,2025 UFA,0,nan
15437,,1,2025 UFA,0,nan
15070,,1,2025 UFA,0,nan
16260,,1,2025 UFA,0,nan
14946,,1,2025 UFA,0,nan
13129,,1,2025 UFA,0,nan
13085,,1,2025 UFA,0,nan
16030,,1,2025 UFA,0,nan
15148,,1,2025 UFA,0,nan
13770,,1,2025 UFA,0,nan
15244,,1,2025 UFA,0,nan
17210,,1,2025 UFA,0,nan
13617,,1,2025 UFA,0,nan
14781,,1,2025 UFA,0,nan
14991,,1,2025 UFA,0,nan
12714,,1,2025 UFA,0,nan
14904,,1,2025 UFA,0,nan
16892,,1,2025 UFA,0,nan
13809,,1,2025 UFA,0,nan
16884,,1,2025 UFA,0,nan
14237,,1,2025 UFA,0,nan
14901,,1,2025 UFA,0,nan
13646,,1,2025 UFA,0,nan
9694,,1,2025 UFA,0,nan
16841,,1,2025 UFA,0,nan
16144,,1,2025 UFA,0,nan
11760,,1,2025 UFA,0,nan
14081,,1,2025 UFA,0,nan
14244,,1,2025 UFA,0,nan
14926,,1,2025 UFA,0,nan
16925,,1,2025 UFA,0,nan
17300,,1,2025 UFA,0,nan
13672,,1,2025 UFA,0,nan
11265,,1,2025 UFA,0,nan
16009,,1,2025 UFA,0,nan
14852,,1,2025 UFA,0,nan
14495,,1,2025 UFA,0,nan
14737,,1,2025 UFA,0,nan
15141,,1,2025 UFA,0,nan
15957,,1,2025 UFA,0,nan
14489,,1,2025 UFA,0,nan
15103,,1,2025 UFA,0,nan
15499,,1,2025 UFA,0,nan
10789,,1,2025 UFA,0,nan
11010,,1,2025 UFA,0,nan
14962,,1,2025 UFA,0,nan
16416,,1,2025 UFA,0,nan
14652,,1,2025 UFA,0,nan
13317,,1,2025 UFA,0,nan
12271,,1,2025 UFA,0,nan
15397,,1,2025 UFA,0,nan
15935,,1,2025 UFA,0,nan
17384,,1,2025 UFA,0,nan
15730,,1,2025 UFA,0,nan
12978,,1,2025 UFA,0,nan
11239,,1,2025 UFA,0,nan
15852,,1,2025 UFA,0,nan
12151,,1,2025 UFA,0,nan
16599,,1,2025 UFA,0,nan
12751,,1,2025 UFA,0,nan
16732,,1,2025 UFA,0,nan
9826,,1,2025 UFA,0,nan
16373,,1,2025 UFA,0,nan
15429,,1,2025 UFA,0,nan
16979,,1,2025 UFA,0,nan
15419,,1,2025 UFA,0,nan
15381,,1,2025 UFA,0,nan
15782,,1,2025 UFA,0,nan
16173,,1,2025 UFA,0,nan
13942,,1,2025 UFA,0,nan
16349,,1,2025 UFA,0,nan
16922,,1,2025 UFA,0,nan
17351,,1,2025 UFA,0,nan
16702,,1,2025 UFA,0,nan
17417,,1,2025 UFA,0,nan
16956,,1,2025 UFA,0,nan
14062,,1,2025 UFA,0,nan
16833,,1,2025 UFA,0,nan
13273,,1,2025 UFA,0,nan
17298,,1,2025 UFA,0,nan
14878,,1,2025 UFA,0,nan
12828,,1,2025 UFA,0,nan
16444,,1,2025 UFA,0,nan
16688,,1,2025 UFA,0,nan
10457,,1,2025 UFA,0,nan
14337,,1,2025 UFA,0,nan
13430,,1,2025 UFA,0,nan
16776,,1,2025 UFA,0,nan
16156,,1,2025 UFA,0,nan
16531,,1,2025 UFA,0,nan
16025,,1,2025 UFA,0,nan
16874,,1,2025 UFA,0,nan
16661,,1,2025 UFA,0,nan
14964,,1,2025 UFA,0,nan
15406,,1,2025 UFA,0,nan
16154,,1,2025 UFA,0,nan
15812,,1,2025 UFA,0,nan
16340,,1,2025 UFA,0,nan
12923,,1,2025 UFA,0,nan
12976,,1,2025 UFA,0,nan
14930,,1,2025 UFA,0,nan
17245,,1,2025 UFA,0,nan
17199,,1,2025 UFA,0,nan
14837,,1,2025 UFA,0,nan
15469,,1,2025 UFA,0,nan
16744,,1,2025 UFA,0,nan
16318,,1,2025 UFA,0,nan
17211,,1,2025 UFA,0,nan
13683,,1,2025 UFA,0,nan
11281,,1,2025 UFA,0,nan
16019,,1,2025 UFA,0,nan
16784,,1,2025 UFA,0,nan
14113,,1,2025 UFA,0,nan
15943,,1,2025 UFA,0,nan
16928,,1,2025 UFA,0,nan
16800,,1,2025 UFA,0,nan
13204,,1,2025 UFA,0,nan
15823,,1,2025 UFA,0,nan
14543,,1,2025 UFA,0,nan
14716,,1,2025 UFA,0,nan
15719,,1,2025 UFA,0,nan
17221,,1,2025 UFA,0,nan
15254,,1,2025 UFA,0,nan
14891,,1,2025 UFA,0,nan
13715,,1,2025 UFA,0,nan
16731,,1,2025 UFA,0,nan
16587,,1,2025 UFA,0,nan
14558,,1,2025 UFA,0,nan
15720,,1,2025 UFA,0,nan
17226,,1,2025 UFA,0,nan
14821,,1,2025 UFA,0,nan
16043,,1,2025 UFA,0,nan
17213,,1,2025 UFA,0,nan
16341,,1,2025 UFA,0,nan
16886,,1,2025 UFA,0,nan
16326,,1,2025 UFA,0,nan
13771,,1,2025 UFA,0,nan
16413,,1,2025 UFA,0,nan
16458,,1,2025 UFA,0,nan
12476,,1,2025 UFA,0,nan
10945,,1,2025 UFA,0,nan
16352,,1,2025 UFA,0,nan
17190,,1,2025 UFA,0,nan
16000,,1,2025 UFA,0,nan
14905,,1,2025 UFA,0,nan
14087,,1,2025 UFA,0,nan
17283,,1,2025 UFA,0,nan
16306,,1,2025 UFA,0,nan
15271,,1,2025 UFA,0,nan
13914,,1,2025 UFA,0,nan
16058,,1,2025 UFA,0,nan
15564,,1,2025 UFA,0,nan
12481,,1,2025 UFA,0,nan
15800,,1,2025 UFA,0,nan
17000,,1,2025 UFA,0,nan
15956,,1,2025 UFA,0,nan
12287,,1,2025 UFA,0,nan
16333,,1,2025 UFA,0,nan
17286,,1,2025 UFA,0,nan
16761,,1,2025 UFA,0,nan
16425,,1,2025 UFA,0,nan
14086,,1,2025 UFA,0,nan
13424,,1,2025 UFA,0,nan
12589,,1,2025 UFA,0,nan
13414,,1,2025 UFA,0,nan
13622,,1,2025 UFA,0,nan
16007,,1,2025 UFA,0,nan
15441,,1,2025 UFA,0,nan
13963,,1,2025 UFA,0,nan
15565,,1,2025 UFA,0,nan
16608,,1,2025 UFA,0,nan
14260,,1,2025 UFA,0,nan
17301,,1,2025 UFA,0,nan
16807,,1,2025 UFA,0,nan
14266,,1,2025 UFA,0,nan
14944,,1,2025 UFA,0,nan
13755,,1,2025 UFA,0,nan
14083,,1,2025 UFA,0,nan
16151,,1,2025 UFA,0,nan
13228,,1,2025 UFA,0,nan
12677,,1,2025 UFA,0,nan
11387,,1,2025 UFA,0,nan
16710,,1,2025 UFA,0,nan
17234,,1,2025 UFA,0,nan
16290,,1,2025 UFA,0,nan
15983,,1,2025 UFA,0,nan
15928,,1,2025 UFA,0,nan
12742,,1,2025 UFA,0,nan
16311,,1,2025 UFA,0,nan
15693,,1,2025 UFA,0,nan
13684,,1,2025 UFA,0,nan
14966,,1,2025 UFA,0,nan
17095,,1,2025 UFA,0,nan
14370,,1,2025 UFA,0,nan
9853,,1,2025 UFA,0,nan
13731,,1,2025 UFA,0,nan
16180,,1,2025 UFA,0,nan
16017,,1,2025 UFA,0,nan
14118,,1,2025 UFA,0,nan
17350,,1,2025 UFA,0,nan
13680,,1,2025 UFA,0,nan
13691,,1,2025 UFA,0,nan
16183,,1,2025 UFA,0,nan
11382,,1,2025 UFA,0,nan
17188,,1,2025 UFA,0,nan
14919,,1,2025 UFA,0,nan
16285,,1,2025 UFA,0,nan
16485,,1,2025 UFA,0,nan
17423,,1,2025 UFA,0,nan
14420,,1,2025 UFA,0,nan
16059,,1,2025 UFA,0,nan
15734,,1,2025 UFA,0,nan
17193,,1,2025 UFA,0,nan
14551,,1,2025 UFA,0,nan
14121,,1,2025 UFA,0,nan
16366,,1,2025 UFA,0,nan
17287,,1,2025 UFA,0,nan
16457,,1,2025 UFA,0,nan
16740,,1,2025 UFA,0,nan
17194,,1,2025 UFA,0,nan
17289,,1,2025 UFA,0,nan
15899,,1,2025 UFA,0,nan
15016,,1,2025 UFA,0,nan
17249,,1,2025 UFA,0,nan
15277,,1,2025 UFA,0,nan
13738,,1,2025 UFA,0,nan
15811,,1,2025 UFA,0,nan
13229,,1,2025 UFA,0,nan
17297,,1,2025 UFA,0,nan
17329,,1,2025 UFA,0,nan
16964,,1,2025 UFA,0,nan
16758,,1,2025 UFA,0,nan
15918,,1,2025 UFA,0,nan
9861,,1,2025 UFA,0,nan
16456,,1,2025 UFA,0,nan
17398,,1,2025 UFA,0,nan
17117,,1,2025 UFA,0,nan
17342,,1,2025 UFA,0,nan
16715,,1,2025 UFA,0,nan
17341,,1,2025 UFA,0,nan
16533,,1,2025 UFA,0,nan
15921,,1,2025 UFA,0,nan
14859,,1,2025 UFA,0,nan
14060,,1,2025 UFA,0,nan
16815,,1,2025 UFA,0,nan
16764,,1,2025 UFA,0,nan
17201,,1,2025 UFA,0,nan
16431,,1,2025 UFA,0,nan
16198,,1,2025 UFA,0,nan
16780,,1,2025 UFA,0,nan
15451,,1,2025 UFA,0,nan
15262,,1,2025 UFA,0,nan
16721,,1,2025 UFA,0,nan
12796,,1,2025 UFA,0,nan
11327,,1,2025 UFA,0,nan
16919,,1,2025 UFA,0,nan
11286,,1,2025 UFA,0,nan
17373,,1,2025 UFA,0,nan
13288,,1,2025 UFA,0,nan
14894,,1,2025 UFA,0,nan
13702,,1,2025 UFA,0,nan
17272,,1,2025 UFA,0,nan
16362,,1,2025 UFA,0,nan
12700,,1,2025 UFA,0,nan
15987,,1,2025 UFA,0,nan
15424,,1,2025 UFA,0,nan
15586,,1,2025 UFA,0,nan
16777,,1,2025 UFA,0,nan
14853,,1,2025 UFA,0,nan
16801,,1,2025 UFA,0,nan
14331,,1,2025 UFA,0,nan
16277,,1,2025 UFA,0,nan
16376,,1,2025 UFA,0,nan
16609,,1,2025 UFA,0,nan
14208,,1,2025 UFA,0,nan
16861,,1,2025 UFA,0,nan
17344,,1,2025 UFA,0,nan
15897,,1,2025 UFA,0,nan
17315,,1,2025 UFA,0,nan
14359,,1,2025 UFA,0,nan
14924,,1,2025 UFA,0,nan
15783,,1,2025 UFA,0,nan
13274,,1,2025 UFA,0,nan
9207,,1,2025 UFA,0,nan
16883,,1,2025 UFA,0,nan
14205,,1,2025 UFA,0,nan
17266,,1,2025 UFA,0,nan
15959,,1,2025 UFA,0,nan
15481,,1,2025 UFA,0,nan
16175,,1,2025 UFA,0,nan
14864,,1,2025 UFA,0,nan
16837,,1,2025 UFA,0,nan
13848,,1,2025 UFA,0,nan
16055,,1,2025 UFA,0,nan
16357,,1,2025 UFA,0,nan
15165,,1,2025 UFA,0,nan
16476,,1,2025 UFA,0,nan
17383,,1,2025 UFA,0,nan
16203,,1,2025 UFA,0,nan
13332,,1,2025 UFA,0,nan
11793,,1,2025 UFA,0,nan
12745,,1,2025 UFA,0,nan
16709,,1,2025 UFA,0,nan
17416,,1,2025 UFA,0,nan
16714,,1,2025 UFA,0,nan
16026,,1,2025 UFA,0,nan
16350,,1,2025 UFA,0,nan
12988,,1,2025 UFA,0,nan
10271,,1,2025 UFA,0,nan
13748,,1,2025 UFA,0,nan
15618,,1,2025 UFA,0,nan
16370,,1,2025 UFA,0,nan
15398,,1,2025 UFA,0,nan
17170,,1,2025 UFA,0,nan
16005,,1,2025 UFA,0,nan
14828,,1,2025 UFA,0,nan
17016,,1,2025 UFA,0,nan
15767,,1,2025 UFA,0,nan
16114,,1,2025 UFA,0,nan
13176,,1,2025 UFA,0,nan
15330,,1,2025 UFA,0,nan
16773,,1,2025 UFA,0,nan
16505,,1,2025 UFA,0,nan
13898,,1,2025 UFA,0,nan
15383,,1,2025 UFA,0,nan
9904,,1,2025 UFA,0,nan
17304,,1,2025 UFA,0,nan
12795,,1,2025 UFA,0,nan
17343,,1,2025 UFA,0,nan
11367,,1,2025 UFA,0,nan
17415,,1,2025 UFA,0,nan
16135,,1,2025 UFA,0,nan
17414,,1,2025 UFA,0,nan
16742,,1,2025 UFA,0,nan
15612,,1,2025 UFA,0,nan
16798,,1,2025 UFA,0,nan
14880,,1,2025 UFA,0,nan
16775,,1,2025 UFA,0,nan
13301,,1,2025 UFA,0,nan
12720,,1,2025 UFA,0,nan
14939,,1,2025 UFA,0,nan
10948,,1,2025 UFA,0,nan
14807,,1,2025 UFA,0,nan
13619,,1,2025 UFA,0,nan
15924,,1,2025 UFA,0,nan
12239,,1,2025 UFA,0,nan
17183,,1,2025 UFA,0,nan
14503,,1,2025 UFA,0,nan
17248,,1,2025 UFA,0,nan
15527,,1,2025 UFA,0,nan
17371,,1,2025 UFA,0,nan
16863,,1,2025 UFA,0,nan
15929,,1,2025 UFA,0,nan
12776,,1,2025 UFA,0,nan
17316,,1,2025 UFA,0,nan
17274,,1,2025 UFA,0,nan
13232,,1,2025 UFA,0,nan
16674,,1,2025 UFA,0,nan
13250,,1,2025 UFA,0,nan
17230,,1,2025 UFA,0,nan
15535,,1,2025 UFA,0,nan
17310,,1,2025 UFA,0,nan
16699,,1,2025 UFA,0,nan
17376,,1,2025 UFA,0,nan
14143,,1,2025 UFA,0,nan
16016,,1,2025 UFA,0,nan
15795,,1,2025 UFA,0,nan
17218,,1,2025 UFA,0,nan
13403,,1,2025 UFA,0,nan
15395,,1,2025 UFA,0,nan
13262,,1,2025 UFA,0,nan
17133,,1,2025 UFA,0,nan
17352,,1,2025 UFA,0,nan
15970,,1,2025 UFA,0,nan
17110,,1,2025 UFA,0,nan
14442,,1,2025 UFA,0,nan
16249,,1,2025 UFA,0,nan
17111,,1,2025 UFA,0,nan
16302,,1,2025 UFA,0,nan
14452,,1,2025 UFA,0,nan
16418,,1,2025 UFA,0,nan
11680,,1,2025 UFA,0,nan
17349,,1,2025 UFA,0,nan
13224,,1,2025 UFA,0,nan
