year,draft_year,stats_global_id,id,position,team,name,draft_team,twitter_username,fleaflicker_id,stats_id,cbs_id,sportsdata_id,height,rotowire_id,weight,draft_round,college,rotoworld_id,jersey,nfl_id,birthdate,espn_id,draft_pick,status
2020,1970,0,0151,TMWR,BUF,"Bills, Buffalo",BUF,,,,,,,,,,,,,,,,,
2020,1970,0,0152,TMWR,IND,"Colts, Indianapolis",IND,,,,,,,,,,,,,,,,,
2020,1970,0,0153,TMWR,MIA,"Dolphins, Miami",MIA,,,,,,,,,,,,,,,,,
2020,1970,0,0154,TMWR,NEP,"Patriots, New England",NEP,,,,,,,,,,,,,,,,,
2020,1970,0,0155,TMWR,NYJ,"Jets, New York",NYJ,,,,,,,,,,,,,,,,,
2020,1970,0,0156,TMWR,CIN,"Bengals, Cincinnati",CIN,,,,,,,,,,,,,,,,,
2020,1970,0,0157,TMWR,CLE,"Browns, Cleveland",CLE,,,,,,,,,,,,,,,,,
2020,1970,0,0158,TMWR,TEN,"Titans, Tennessee",TEN,,,,,,,,,,,,,,,,,
2020,1970,0,0159,TMWR,JAC,"Jaguars, Jacksonville",JAC,,,,,,,,,,,,,,,,,
2020,1970,0,0160,TMWR,PIT,"Steelers, Pittsburgh",PIT,,,,,,,,,,,,,,,,,
2020,1970,0,0161,TMWR,DEN,"Broncos, Denver",DEN,,,,,,,,,,,,,,,,,
2020,1970,0,0162,TMWR,KCC,"Chiefs, Kansas City",KCC,,,,,,,,,,,,,,,,,
2020,1970,0,0163,TMWR,LVR,"Raiders, Las Vegas",OAK,,,,,,,,,,,,,,,,,
2020,1970,0,0164,TMWR,LAC,"Chargers, Los Angeles",FA,,,,,,,,,,,,,,,,,
2020,1970,0,0165,TMWR,SEA,"Seahawks, Seattle",SEA,,,,,,,,,,,,,,,,,
2020,1970,0,0166,TMWR,DAL,"Cowboys, Dallas",DAL,,,,,,,,,,,,,,,,,
2020,1970,0,0167,TMWR,NYG,"Giants, New York",NYG,,,,,,,,,,,,,,,,,
2020,1970,0,0168,TMWR,PHI,"Eagles, Philadelphia",PHI,,,,,,,,,,,,,,,,,
2020,1970,0,0169,TMWR,ARI,"Cardinals, Arizona",ARI,,,,,,,,,,,,,,,,,
2020,1970,0,0170,TMWR,WAS,"FootballTeam, Washington",WAS,,,,,,,,,,,,,,,,,
2020,1970,0,0171,TMWR,CHI,"Bears, Chicago",CHI,,,,,,,,,,,,,,,,,
2020,1970,0,0172,TMWR,DET,"Lions, Detroit",DET,,,,,,,,,,,,,,,,,
2020,1970,0,0173,TMWR,GBP,"Packers, Green Bay",GBP,,,,,,,,,,,,,,,,,
2020,1970,0,0174,TMWR,MIN,"Vikings, Minnesota",MIN,,,,,,,,,,,,,,,,,
2020,1970,0,0175,TMWR,TBB,"Buccaneers, Tampa Bay",TBB,,,,,,,,,,,,,,,,,
2020,1970,0,0176,TMWR,ATL,"Falcons, Atlanta",ATL,,,,,,,,,,,,,,,,,
2020,1970,0,0177,TMWR,CAR,"Panthers, Carolina",CAR,,,,,,,,,,,,,,,,,
2020,1970,0,0178,TMWR,LAR,"Rams, Los Angeles",FA,,,,,,,,,,,,,,,,,
2020,1970,0,0179,TMWR,NOS,"Saints, New Orleans",NOS,,,,,,,,,,,,,,,,,
2020,1970,0,0180,TMWR,SFO,"49ers, San Francisco",SFO,,,,,,,,,,,,,,,,,
2020,1970,0,0181,TMWR,BAL,"Ravens, Baltimore",BAL,,,,,,,,,,,,,,,,,
2020,1970,0,0182,TMWR,HOU,"Texans, Houston",HOU,,,,,,,,,,,,,,,,,
2020,1970,0,0201,TMRB,BUF,"Bills, Buffalo",BUF,,,,,,,,,,,,,,,,,
2020,1970,0,0202,TMRB,IND,"Colts, Indianapolis",IND,,,,,,,,,,,,,,,,,
2020,1970,0,0203,TMRB,MIA,"Dolphins, Miami",MIA,,,,,,,,,,,,,,,,,
2020,1970,0,0204,TMRB,NEP,"Patriots, New England",NEP,,,,,,,,,,,,,,,,,
2020,1970,0,0205,TMRB,NYJ,"Jets, New York",NYJ,,,,,,,,,,,,,,,,,
2020,1970,0,0206,TMRB,CIN,"Bengals, Cincinnati",CIN,,,,,,,,,,,,,,,,,
2020,1970,0,0207,TMRB,CLE,"Browns, Cleveland",CLE,,,,,,,,,,,,,,,,,
2020,1970,0,0208,TMRB,TEN,"Titans, Tennessee",TEN,,,,,,,,,,,,,,,,,
2020,1970,0,0209,TMRB,JAC,"Jaguars, Jacksonville",JAC,,,,,,,,,,,,,,,,,
2020,1970,0,0210,TMRB,PIT,"Steelers, Pittsburgh",PIT,,,,,,,,,,,,,,,,,
2020,1970,0,0211,TMRB,DEN,"Broncos, Denver",DEN,,,,,,,,,,,,,,,,,
2020,1970,0,0212,TMRB,KCC,"Chiefs, Kansas City",KCC,,,,,,,,,,,,,,,,,
2020,1970,0,0213,TMRB,LVR,"Raiders, Las Vegas",OAK,,,,,,,,,,,,,,,,,
2020,1970,0,0214,TMRB,LAC,"Chargers, Los Angeles",FA,,,,,,,,,,,,,,,,,
2020,1970,0,0215,TMRB,SEA,"Seahawks, Seattle",SEA,,,,,,,,,,,,,,,,,
2020,1970,0,0216,TMRB,DAL,"Cowboys, Dallas",DAL,,,,,,,,,,,,,,,,,
2020,1970,0,0217,TMRB,NYG,"Giants, New York",NYG,,,,,,,,,,,,,,,,,
2020,1970,0,0218,TMRB,PHI,"Eagles, Philadelphia",PHI,,,,,,,,,,,,,,,,,
2020,1970,0,0219,TMRB,ARI,"Cardinals, Arizona",ARI,,,,,,,,,,,,,,,,,
2020,1970,0,0220,TMRB,WAS,"FootballTeam, Washington",WAS,,,,,,,,,,,,,,,,,
2020,1970,0,0221,TMRB,CHI,"Bears, Chicago",CHI,,,,,,,,,,,,,,,,,
2020,1970,0,0222,TMRB,DET,"Lions, Detroit",DET,,,,,,,,,,,,,,,,,
2020,1970,0,0223,TMRB,GBP,"Packers, Green Bay",GBP,,,,,,,,,,,,,,,,,
2020,1970,0,0224,TMRB,MIN,"Vikings, Minnesota",MIN,,,,,,,,,,,,,,,,,
2020,1970,0,0225,TMRB,TBB,"Buccaneers, Tampa Bay",TBB,,,,,,,,,,,,,,,,,
2020,1970,0,0226,TMRB,ATL,"Falcons, Atlanta",ATL,,,,,,,,,,,,,,,,,
2020,1970,0,0227,TMRB,CAR,"Panthers, Carolina",CAR,,,,,,,,,,,,,,,,,
2020,1970,0,0228,TMRB,LAR,"Rams, Los Angeles",FA,,,,,,,,,,,,,,,,,
2020,1970,0,0229,TMRB,NOS,"Saints, New Orleans",NOS,,,,,,,,,,,,,,,,,
2020,1970,0,0230,TMRB,SFO,"49ers, San Francisco",SFO,,,,,,,,,,,,,,,,,
2020,1970,0,0231,TMRB,BAL,"Ravens, Baltimore",BAL,,,,,,,,,,,,,,,,,
2020,1970,0,0232,TMRB,HOU,"Texans, Houston",HOU,,,,,,,,,,,,,,,,,
2020,1970,0,0251,TMDL,BUF,"Bills, Buffalo",BUF,buffalobills,,,,,,,,,,,,,,,,
2020,1970,0,0252,TMDL,IND,"Colts, Indianapolis",IND,nflcolts,,,,,,,,,,,,,,,,
2020,1970,0,0253,TMDL,MIA,"Dolphins, Miami",MIA,MiamiDolphins,,,,,,,,,,,,,,,,
2020,1970,0,0254,TMDL,NEP,"Patriots, New England",NEP,patriots,,,,,,,,,,,,,,,,
2020,1970,0,0255,TMDL,NYJ,"Jets, New York",NYJ,nyjets,,,,,,,,,,,,,,,,
2020,1970,0,0256,TMDL,CIN,"Bengals, Cincinnati",CIN,Bengals,,,,,,,,,,,,,,,,
2020,1970,0,0257,TMDL,CLE,"Browns, Cleveland",CLE,OfficialBrowns,,,,,,,,,,,,,,,,
2020,1970,0,0258,TMDL,TEN,"Titans, Tennessee",TEN,tennesseetitans,,,,,,,,,,,,,,,,
2020,1970,0,0259,TMDL,JAC,"Jaguars, Jacksonville",JAC,jaguarsinsider,,,,,,,,,,,,,,,,
2020,1970,0,0260,TMDL,PIT,"Steelers, Pittsburgh",PIT,steelers,,,,,,,,,,,,,,,,
2020,1970,0,0261,TMDL,DEN,"Broncos, Denver",DEN,DenverBroncos,,,,,,,,,,,,,,,,
2020,1970,0,0262,TMDL,KCC,"Chiefs, Kansas City",KCC,kcchiefs,,,,,,,,,,,,,,,,
2020,1970,0,0263,TMDL,LVR,"Raiders, Las Vegas",OAK,raiders,,,,,,,,,,,,,,,,
2020,1970,0,0264,TMDL,LAC,"Chargers, Los Angeles",FA,chargers,,,,,,,,,,,,,,,,
2020,1970,0,0265,TMDL,SEA,"Seahawks, Seattle",SEA,seahawks,,,,,,,,,,,,,,,,
2020,1970,0,0266,TMDL,DAL,"Cowboys, Dallas",DAL,dallascowboys,,,,,,,,,,,,,,,,
2020,1970,0,0267,TMDL,NYG,"Giants, New York",NYG,giants,,,,,,,,,,,,,,,,
2020,1970,0,0268,TMDL,PHI,"Eagles, Philadelphia",PHI,Eagles,,,,,,,,,,,,,,,,
2020,1970,0,0269,TMDL,ARI,"Cardinals, Arizona",ARI,AZCardinals,,,,,,,,,,,,,,,,
2020,1970,0,0270,TMDL,WAS,"FootballTeam, Washington",WAS,Redskins,,,,,,,,,,,,,,,,
2020,1970,0,0271,TMDL,CHI,"Bears, Chicago",CHI,ChicagoBears,,,,,,,,,,,,,,,,
2020,1970,0,0272,TMDL,DET,"Lions, Detroit",DET,detroitlionsnfl,,,,,,,,,,,,,,,,
2020,1970,0,0273,TMDL,GBP,"Packers, Green Bay",GBP,packers,,,,,,,,,,,,,,,,
2020,1970,0,0274,TMDL,MIN,"Vikings, Minnesota",MIN,Vikings,,,,,,,,,,,,,,,,
2020,1970,0,0275,TMDL,TBB,"Buccaneers, Tampa Bay",TBB,TBBuccaneers,,,,,,,,,,,,,,,,
2020,1970,0,0276,TMDL,ATL,"Falcons, Atlanta",ATL,AtlantaFalcons,,,,,,,,,,,,,,,,
2020,1970,0,0277,TMDL,CAR,"Panthers, Carolina",CAR,Panthers,,,,,,,,,,,,,,,,
2020,1970,0,0278,TMDL,LAR,"Rams, Los Angeles",FA,STLouisRams,,,,,,,,,,,,,,,,
2020,1970,0,0279,TMDL,NOS,"Saints, New Orleans",NOS,saints,,,,,,,,,,,,,,,,
2020,1970,0,0280,TMDL,SFO,"49ers, San Francisco",SFO,49ers,,,,,,,,,,,,,,,,
2020,1970,0,0281,TMDL,BAL,"Ravens, Baltimore",BAL,ravens,,,,,,,,,,,,,,,,
2020,1970,0,0282,TMDL,HOU,"Texans, Houston",HOU,houstontexans,,,,,,,,,,,,,,,,
2020,1970,0,0301,TMLB,BUF,"Bills, Buffalo",BUF,buffalobills,,,,,,,,,,,,,,,,
2020,1970,0,0302,TMLB,IND,"Colts, Indianapolis",IND,nflcolts,,,,,,,,,,,,,,,,
2020,1970,0,0303,TMLB,MIA,"Dolphins, Miami",MIA,MiamiDolphins,,,,,,,,,,,,,,,,
2020,1970,0,0304,TMLB,NEP,"Patriots, New England",NEP,patriots,,,,,,,,,,,,,,,,
2020,1970,0,0305,TMLB,NYJ,"Jets, New York",NYJ,nyjets,,,,,,,,,,,,,,,,
2020,1970,0,0306,TMLB,CIN,"Bengals, Cincinnati",CIN,Bengals,,,,,,,,,,,,,,,,
2020,1970,0,0307,TMLB,CLE,"Browns, Cleveland",CLE,OfficialBrowns,,,,,,,,,,,,,,,,
2020,1970,0,0308,TMLB,TEN,"Titans, Tennessee",TEN,tennesseetitans,,,,,,,,,,,,,,,,
2020,1970,0,0309,TMLB,JAC,"Jaguars, Jacksonville",JAC,jaguarsinsider,,,,,,,,,,,,,,,,
2020,1970,0,0310,TMLB,PIT,"Steelers, Pittsburgh",PIT,steelers,,,,,,,,,,,,,,,,
